,hid,hh_adults,hh_adolescents,hh_child,hh_youngchild,hhcount,hh_hhhjobstatus,hh_hhhjob,hh_hhhage,hh_hhheducation,hh_hhhsleep,hh_numberincome,hh_income,hh_hhnumber,hh_primary,hh_foodmonth,hh_food2weeks,hh_povertystep,hh_rooms,hh_floor,hh_toiletaway,hh_bathwater,hh_lights,hh_food1,hh_food2,hh_food3,hh_food4,hh_food6,hh_food7,hh_food8,hh_food9,hh_food10,hh_marketveg,hh_marketfruit,hh_manureanimal,hh_eating1,hh_hsbill,hh_hsbdiarrh,hh_hsbfever,hh_hsbcough,hh_hsbseverill,hh_andrugadvice,hh_anvac,hh_anabx,new_hhid,geometry
1582,HH262TC,2,0,0,0,2,Unemployed ,,28.960985626283367,PSLC ,Mattress on floor  ,1,30000,One (respondents) ,0,Never,Never,3,3,Cement,Borrow a toilet close by ,Tube well / borehole ,No,About once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Daily,Never ,About once a week ,Never ,Several times a week ,Ngumbe market,Ngumbe market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Referral Hospital (QECH) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,1582,POINT (3897179.359082549 -1772124.614647232)
1583,HH257NC,3,3,1,0,7,Self employed ,Sales and service ,49.686516084873375,PSLC ,Bed and Matress ,1,30000,One (respondents) ,2,Never,Never,3,5,Cement,Use public toilet ,Tube well / borehole ,"Yes, electric lights ",Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Several times a week ,Ngumbe market,Ngumbe market,Use it as manure ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Prevent animals from becoming sick ,Cure sick animals ,1583,POINT (3895889.095974827 -1769428.926427564)
1584,HH263RC,3,1,0,0,4,Unemployed ,,97.77686516084873,PSLC ,Bed and Matress ,3,10000,Five ,0,Sometimes,Sometimes,1,3,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,No,Never ,Never ,Never ,Less than once a week ,Never ,Never ,Less than once a week ,Never ,Less than once a week ,,Ngumbe market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Prevent animals from becoming sick ,Cure sick animals ,1584,POINT (3896127.283204712 -1769510.402994967)
1585,HH286DC,3,3,0,0,6,Paid employee ,Domestic service ,39.37577002053388,PSLC ,Cloth / Sack on floor  ,1,50000,Four ,2,Sometimes,Sometimes,3,3,Cement,Wait till I get home ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Never ,Never ,About once a week ,About once a week ,Never ,Several times a week ,,Chilika market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Prevent animals from becoming sick ,Cure sick animals ,1585,POINT (3897078.563710013 -1772083.477047902)
1586,HH239RC,3,1,0,0,4,Paid employee ,Healthcare ,46.299794661190965,MSCE ,Bed and Matress ,2,15000,More than 5,1,Never,Never,5,8,Cement,Use public toilet ,Piped into dwelling ,"Yes, electric lights ",About once a week ,Never ,About once a week ,Never ,About once a week ,Never ,Several times a week ,Less than once a week ,Never ,Chirimba market,Chirimba market,Use it as manure ,Hand feeding (other caregiver) ,Other hospital (private) ,Health centre (private) ,Health centre (private) ,Health centre (private) ,Health centre (private) ,My own judgement? ,Prevent animals from becoming sick ,Cure sick animals ,1586,POINT (3895815.697302977 -1767782.284545849)
1587,HH243ZC,4,2,0,1,7,Unemployed ,,62.43668720054757,PSLC ,Bed and Matress ,4,40000,One (respondents) ,2,Never,Never,2,4,Cement,Use public toilet ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,Less than once a week ,Never ,Less than once a week ,Lunzu market,Lunzu market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Prevent animals from becoming sick ,Cure sick animals ,1587,POINT (3897021.612823366 -1768025.903781151)
1588,HH220CC,5,0,0,0,5,Self employed ,Skilled manual ,51.7015742642026,PSLC ,Bed and Matress ,1,80000,Two ,1,Sometimes,Never,2,3,Cement,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Several times a week ,Less than once a week ,Several times a week ,Less than once a week ,Less than once a week ,Ngumbe market,Ngumbe market,Nothing ,Self-feeding with hands ,Referral Hospital (QECH) ,Referral Hospital (QECH) ,Private pharmacy / drug store ,Other hospital (private) ,Other hospital (private) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,1588,POINT (3895379.133793748 -1770914.570195589)
1589,HH239RC,3,1,0,0,4,Paid employee ,Healthcare ,46.299794661190965,MSCE ,Bed and Matress ,2,15000,More than 5,1,Never,Never,5,8,Cement,Use public toilet ,Piped into dwelling ,"Yes, electric lights ",About once a week ,Never ,About once a week ,Never ,About once a week ,Never ,Several times a week ,Less than once a week ,Never ,Chirimba market,Chirimba market,Use it as manure ,Hand feeding (other caregiver) ,Other hospital (private) ,Health centre (private) ,Health centre (private) ,Health centre (private) ,Health centre (private) ,My own judgement? ,Prevent animals from becoming sick ,Cure sick animals ,1589,POINT (3895891.215973751 -1769820.954433051)
1590,HH2340C,2,2,0,0,4,Self employed ,Skilled manual ,31.84394250513347,Non-University Diploma ,Bed and Matress ,1,70000,Four ,2,Never,Never,3,4,Cement,Borrow a toilet close by ,Tube well / borehole ,"Yes, electric lights ",Less than once a week ,Never ,About once a week ,Less than once a week ,Daily,Never ,Daily,Daily,Several times a week ,Ngumbe market,Ngumbe market,Nothing ,Hand feeding (other caregiver) ,Health centre (gov) ,Private pharmacy / drug store ,Private pharmacy / drug store ,Health centre (gov) ,Health centre (gov) ,The vets ,Cure sick animals and prevent them from becoming sick ,Prevent animals from becoming sick ,1590,POINT (3896875.459048392 -1768230.75237956)
1591,HH267JC,2,0,1,0,3,Self employed ,Sales and service ,45.987679671457904,MSCE ,Bed and Matress ,1,120000,One (respondents) ,0,Never,Never,3,5,Cement,Wait till I get home ,Piped outside dwelling ,"Yes, electric lights ",Several times a week ,Never ,About once a week ,About once a week ,About once a week ,Never ,About once a week ,About once a week ,Several times a week ,Lunzu market,Lunzu market,Use it as manure ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Unsure,Unsure,1591,POINT (3894287.97267943 -1769364.830620375)
1592,HH274LC,3,0,0,0,3,Self employed ,Agriculture ,69.37440109514031,PSLC ,Cloth / Sack on floor  ,1,10000,More than 5,0,Sometimes,Sometimes,1,3,Cement,Borrow a toilet close by ,Tube well / borehole ,No,About once a week ,Never ,About once a week ,Never ,Never ,Several times a week ,Several times a week ,Never ,Several times a week ,,Lunzu market,Use it as manure ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Unsure,Unsure,1592,POINT (3896951.87895978 -1768079.409246057)
1593,HH287BC,1,1,1,0,3,Self employed ,Sales and service ,32.049281314168375,JCE  ,Mattress on floor  ,1,15000,More than 5,1,Often,Often,2,5,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Several times a week ,Several times a week ,Never ,Several times a week ,Lunzu  market,Lunzu  market,Nothing ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,1593,POINT (3895102.40653372 -1769158.165070638)
1594,HH2172C,2,2,0,0,4,Paid employee ,Unskilled manual ,44.24640657084189,PSLC ,Cloth / Sack on floor  ,2,20000,Two ,2,Sometimes,Often,1,3,Cement,Use public toilet ,Piped outside dwelling ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Chilimba market,Chilimba market,Use it as manure ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,1594,POINT (3897032.546045526 -1770079.694379884)
1595,HH2340C,2,2,0,0,4,Self employed ,Skilled manual ,31.84394250513347,Non-University Diploma ,Bed and Matress ,1,70000,Four ,2,Never,Never,3,4,Cement,Borrow a toilet close by ,Tube well / borehole ,"Yes, electric lights ",Less than once a week ,Never ,About once a week ,Less than once a week ,Daily,Never ,Daily,Daily,Several times a week ,Ngumbe market,Ngumbe market,Nothing ,Hand feeding (other caregiver) ,Health centre (gov) ,Private pharmacy / drug store ,Private pharmacy / drug store ,Health centre (gov) ,Health centre (gov) ,The vets ,Cure sick animals and prevent them from becoming sick ,Prevent animals from becoming sick ,1595,POINT (3896809.735827957 -1767800.680119744)
1596,HH237VC,3,2,0,1,6,Paid employee ,Skilled manual ,43.42505133470226,PSLC ,Bed and Matress ,2,45000,More than 5,2,Never,Never,2,3,Cement,Borrow a toilet close by ,Tube well / borehole ,"Yes, electric lights ",Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Daily,Less than once a week ,Less than once a week ,Never ,Daily,Mobile women,Pa 10 miles,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Unsure,Unsure,1596,POINT (3895970.566727083 -1769494.206080161)
1597,HH270TC,3,2,1,0,6,Paid employee ,Unskilled manual ,49.360711841204655,PSLC ,Mattress on floor  ,1,50000,One (respondents) ,1,Sometimes,Sometimes,2,3,Sand/soil,Borrow a toilet close by ,Public tap / Standpipe ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Several times a week ,Chirimba market,Chirimba market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Unsure,Unsure,1597,POINT (3897012.353999128 -1768920.779076939)
1598,HH290LC,2,2,1,1,6,Paid employee ,Unskilled manual ,40,JCE  ,Bed & Matress (GRASS)  ,1,50000,Two ,1,Never,Never,1,2,Cement,Borrow a toilet close by ,Piped outside dwelling ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Never ,Several times a week ,Less than once a week ,Never ,Several times a week ,,Lunzu  market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Unsure,Unsure,1598,POINT (3896736.843065776 -1769938.314908083)
1599,HH266LC,3,3,0,0,6,Self employed ,Sales and service ,26.83915126625599,MSCE ,Mattress on floor  ,1,30,More than 5,0,Never,Never,2,3,Sand/soil,Use public toilet ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,Less than once a week ,Never ,Less than once a week ,Lunzu market,Lunzu market,Use it as manure ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Prevent animals from becoming sick ,Cure sick animals ,1599,POINT (3897856.934975751 -1772327.641677658)
1600,HH278DC,2,1,1,0,4,Unemployed ,,38.38466803559206,JCE  ,Other ,1,40000,Two ,0,Sometimes,Sometimes,2,2,Sand/soil,Wait till I get home ,Public tap / Standpipe ,No,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,Less than once a week ,Never ,Several times a week ,Ku 10,Ku 10,Nothing ,Self-feeding with hands ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Unsure,Unsure,1600,POINT (3897418.895067319 -1770749.589552699)
1601,HH277FC,4,0,0,0,4,Unemployed ,,68.0684462696783,None ,Cloth / Sack on floor  ,1,20000,Two ,0,Sometimes,Sometimes,2,5,Sand/soil,Wait till I get home ,Tube well / borehole ,"Yes, electric lights ",Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Several times a week ,Never ,Several times a week ,Chileka 10,Chileka 10,Use it as manure ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Unsure,Unsure,1601,POINT (3896259.377831441 -1769811.948624661)
1602,HH2228C,3,4,0,0,7,Self employed ,Skilled manual ,40.563997262149215,MSCE ,Bed & Matress (GRASS)  ,1,20000,More than 5,4,Often,Sometimes,1,3,Sand/soil,Borrow a toilet close by ,Public tap / Standpipe ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,About once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Ngumbe market,Ngumbe market,Nothing ,Self-feeding with spoon ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,1602,POINT (3894337.03846817 -1768071.988732656)
1603,HH293FC,3,1,0,0,4,Self employed ,Skilled manual ,54.41478439425051,MSCE ,Bed and Matress ,1,100000,Two ,1,Never,Never,4,7,Cement,Wait till I get home ,Tube well / borehole ,No,About once a week ,Never ,About once a week ,About once a week ,Less than once a week ,Several times a week ,Several times a week ,Less than once a week ,About once a week ,Ngumbe market,Ngumbe market,Use it as manure ,Hand feeding (mother) ,Other hospital (private) ,Other hospital (private) ,Health centre (gov) ,Other hospital (private) ,Health centre (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,1603,POINT (3894496.916810083 -1767925.302177699)
1604,HH2897C,6,1,0,1,8,Paid employee ,Unskilled manual ,26.255989048596852,University Diploma/Degree  ,Bed and Matress ,1,80000,Two ,1,Never,Never,3,7,Cement,Wait till I get home ,Tube well / borehole ,"Yes, electric lights ",Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Several times a week ,Several times a week ,Less than once a week ,Several times a week ,Chilimbamarket,Chirimba market,Use it as manure ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Unsure,Unsure,1604,POINT (3897450.316689357 -1772667.294324497)
1605,HH254TC,2,2,0,0,4,Self employed ,Unskilled manual ,47.67967145790554,None ,Mattress (GRASS) on floor  ,1,26000,Three ,1,Often,Often,1,3,Sand/soil,Borrow a toilet close by ,"Surface water from river, lake or pond ",No,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,About once a week ,10 miles market,10 miles market,Nothing ,Self-feeding with spoon ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Cure sick animals and prevent them from becoming sick ,Cure sick animals and prevent them from becoming sick ,1605,POINT (3897213.875673314 -1771209.387152631)
1606,HH294DC,2,0,0,0,2,Paid employee ,Skilled manual ,39.572895277207394,JCE  ,Cloth / Sack on floor  ,1,28000,More than 5,0,Sometimes,Sometimes,1,3,Cement,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Never ,About once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Several times a week ,Less than once a week ,Several times a week ,Ngumbe market,Ngumbe market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Unsure,Unsure,1606,POINT (3896878.24252865 -1769251.920025068)
1607,HH291JC,2,0,0,0,2,Self employed ,Unskilled manual ,63.03353867214237,University Diploma/Degree  ,Bed and Matress ,2,150000,One (respondents) ,0,Never,Never,4,4,Cement,Borrow a toilet close by ,Piped into dwelling ,"Yes, electric lights ",Several times a week ,About once a week ,Several times a week ,Less than once a week ,Several times a week ,Several times a week ,About once a week ,Less than once a week ,Less than once a week ,"Ngumbe ,chatha market",Ngumbe market,Use it as manure ,Hand feeding (mother) ,Other hospital (private) ,Health centre (private) ,Health centre (private) ,Health centre (private) ,Other hospital (private) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,1607,POINT (3895579.844697817 -1769500.713917043)
1608,HH2977C,2,0,0,0,2,Paid employee ,Unskilled manual ,40.54209445585216,PSLC ,Bed and Matress ,1,45000,Four ,0,Never,Never,2,2,Cement,Wait till I get home ,Tube well / borehole ,No,Less than once a week ,Never ,About once a week ,Less than once a week ,About once a week ,Several times a week ,About once a week ,Less than once a week ,Several times a week ,Ngumbe market,Ngumbe market,Use it as manure ,Other,Health centre (gov) ,Private pharmacy / drug store ,Private pharmacy / drug store ,Private pharmacy / drug store ,Health centre (gov) ,My own judgement? ,Unsure,Unsure,1608,POINT (3896181.38739626 -1769826.535684473)
1609,HH249NC,6,1,1,0,8,Self employed ,Sales and service ,55.893223819301845,JCE  ,Bed and Matress ,2,150000,One (respondents) ,1,Never,Never,4,6,Cement,Wait till I get home ,Piped into dwelling ,"Yes, electric lights ",Several times a week ,Never ,Less than once a week ,About once a week ,Less than once a week ,Several times a week ,Several times a week ,Less than once a week ,Never ,Chatha market,Chatha market,Sweep it into the bush ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,1609,POINT (3897604.874483832 -1772252.254737895)
1610,HH202GC,4,2,0,1,7,Unemployed ,,65.74948665297741,MSCE ,Bed and Matress ,1,150000,One (respondents) ,1,Never,Never,3,6,Cement,Use public toilet ,Piped into dwelling ,"Yes, electric lights ",About once a week ,Never ,About once a week ,Never ,Several times a week ,Several times a week ,About once a week ,Less than once a week ,About once a week ,Ngumbe market,Ngumbe market,Put it in the refuse pit ,Hand feeding (other caregiver) ,Health centre (gov) ,Health centre (gov) ,Private pharmacy / drug store ,Health centre (gov) ,Health centre (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,1610,POINT (3895567.276512957 -1769033.168746916)
1611,HH2332C,4,2,0,0,6,Paid employee ,Clerical Technical / managerial ,42.74880219028063,MSCE ,Bed and Matress ,3,350000,One (respondents) ,1,Sometimes,Never,3,5,Cement,Borrow a toilet close by ,Public tap / Standpipe ,"Yes, electric lights ",Less than once a week ,About once a week ,Less than once a week ,Less than once a week ,Several times a week ,Less than once a week ,Daily,Daily,About once a week ,Mobile women selling vegetables,Kameza roundabout,Nothing ,Self-feeding with spoon ,Other hospital (private) ,Private pharmacy / drug store ,Health centre (gov) ,Other hospital (private) ,Other hospital (private) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,1611,POINT (3896671.114194581 -1770247.447075195)
1612,HH268HC,2,1,1,1,5,Paid domestic worker ,Unskilled manual ,33.385352498288846,MSCE ,Bed and Matress ,1,20000,More than 5,1,Sometimes,Sometimes,2,5,Cement,Borrow a toilet close by ,Piped outside dwelling ,No,Less than once a week ,Never ,About once a week ,Less than once a week ,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Several times a week ,Ngumbe market,Ngumbe market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Unsure,Unsure,1612,POINT (3897390.795740022 -1772325.993736352)
1613,HH2228C,3,4,0,0,7,Self employed ,Skilled manual ,40.563997262149215,MSCE ,Bed & Matress (GRASS)  ,1,20000,More than 5,4,Often,Sometimes,1,3,Sand/soil,Borrow a toilet close by ,Public tap / Standpipe ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,About once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Ngumbe market,Ngumbe market,Nothing ,Self-feeding with spoon ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,1613,POINT (3896974.147967455 -1770132.972337294)
1614,HH212CC,2,2,1,0,5,Paid employee ,Skilled manual ,24.216290212183434,PSLC ,Mattress (GRASS) on floor  ,2,30000,More than 5,0,Often,Often,2,3,Sand/soil,Use public toilet ,Tube well / borehole ,No,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Several times a week ,Less than once a week ,Less than once a week ,Never ,Daily,Chatha market,Chatha market,Use it as manure ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Farmers or other households ,Cure sick animals and prevent them from becoming sick ,Cure sick animals and prevent them from becoming sick ,1614,POINT (3894319.180088944 -1768467.281341731)
1615,HH2316C,4,2,0,1,7,Unemployed ,,48.6652977412731,PSLC ,Mattress on floor  ,1,20000,Two ,1,Sometimes,Never,2,3,Cement,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Several times a week ,Never ,About once a week ,Never ,Daily,Ngumbe market,Ngumbe market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,1615,POINT (3897050.819690144 -1767702.882991756)
1616,HH249NC,6,1,1,0,8,Self employed ,Sales and service ,55.893223819301845,JCE  ,Bed and Matress ,2,150000,One (respondents) ,1,Never,Never,4,6,Cement,Wait till I get home ,Piped into dwelling ,"Yes, electric lights ",Several times a week ,Never ,Less than once a week ,About once a week ,Less than once a week ,Several times a week ,Several times a week ,Less than once a week ,Never ,Chatha market,Chatha market,Sweep it into the bush ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,1616,POINT (3897164.56241913 -1767998.544257674)
1617,HH2164C,2,2,0,0,4,Paid employee ,Skilled manual ,33.927446954141,PSLC ,Cloth / Sack on floor  ,1,30000,One (respondents) ,1,Sometimes,Sometimes,1,4,Sand/soil,Use public toilet ,Tube well / borehole ,No,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,Less than once a week ,Never ,Less than once a week ,Nkhumbe market,Nkhumbe market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Cure sick animals ,Cure sick animals ,1617,POINT (3896046.614939753 -1770960.879646397)
1618,HH238TC,3,2,1,0,6,Paid employee ,Skilled manual ,29.451060917180012,MSCE ,Bed and Matress ,2,60000,Two ,0,Never,Never,2,3,Cement,Borrow a toilet close by ,Tube well / borehole ,"Yes, electric lights ",Several times a week ,Never ,Several times a week ,Less than once a week ,Daily,Never ,Several times a week ,Less than once a week ,Daily,Ngumbe market,Ngumbe market,Put it in the refuse pit ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,1618,POINT (3897537.823096597 -1771826.138784793)
1619,HH2969C,2,0,0,0,2,Self employed ,Skilled manual ,40.73100616016427,PSLC ,Cloth / Sack on floor  ,1,30000,One (respondents) ,0,Sometimes,Sometimes,2,2,Cement,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Several times a week ,About once a week ,Less than once a week ,Several times a week ,Chirimba market,Chirimba market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Unsure,Unsure,1619,POINT (3896364.717547192 -1770401.82138871)
1620,HH300CC,2,2,0,0,4,Paid employee ,Skilled manual ,59.70704996577687,PSLC ,Bed and Matress ,0,50000,One (respondents) ,1,Never,Never,2,5,Cement,Wait till I get home ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Several times a week ,Several times a week ,Less than once a week ,Never ,Several times a week ,Lunzu,Lunzu,Sweep it into the bush ,Self-feeding with hands ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Referral Hospital (QECH) ,My own judgement? ,Unsure,Unsure,1620,POINT (3896536.719210825 -1767665.419221248)
1621,HH2228C,3,4,0,0,7,Self employed ,Skilled manual ,40.563997262149215,MSCE ,Bed & Matress (GRASS)  ,1,20000,More than 5,4,Often,Sometimes,1,3,Sand/soil,Borrow a toilet close by ,Public tap / Standpipe ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,About once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Ngumbe market,Ngumbe market,Nothing ,Self-feeding with spoon ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,1621,POINT (3894676.915610078 -1769114.214370722)
1622,HH237VC,3,2,0,1,6,Paid employee ,Skilled manual ,43.42505133470226,PSLC ,Bed and Matress ,2,45000,More than 5,2,Never,Never,2,3,Cement,Borrow a toilet close by ,Tube well / borehole ,"Yes, electric lights ",Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Daily,Less than once a week ,Less than once a week ,Never ,Daily,Mobile women,Pa 10 miles,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Unsure,Unsure,1622,POINT (3894500.685724141 -1768017.745507938)
1623,HH282LC,2,1,0,1,4,Paid employee ,Skilled manual ,32.40246406570842,MSCE ,Bed and Matress ,1,5000,Four ,1,Never,Never,3,3,Cement,Wait till I get home ,Tube well / borehole ,"Yes, electric lights ",Less than once a week ,Never ,About once a week ,Less than once a week ,Less than once a week ,About once a week ,Several times a week ,Less than once a week ,Several times a week ,Ngumbe market,Ngumbe market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Private pharmacy / drug store ,Private pharmacy / drug store ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Unsure,Unsure,1623,POINT (3897274.892453081 -1772081.107969647)
1624,HH270TC,3,2,1,0,6,Paid employee ,Unskilled manual ,49.360711841204655,PSLC ,Mattress on floor  ,1,50000,One (respondents) ,1,Sometimes,Sometimes,2,3,Sand/soil,Borrow a toilet close by ,Public tap / Standpipe ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Several times a week ,Chirimba market,Chirimba market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Unsure,Unsure,1624,POINT (3896774.153729475 -1768393.234013577)
1625,HH272PC,2,2,1,0,5,Self employed ,Skilled manual ,44.446269678302535,PSLC ,Bed and Matress ,1,80000,One (respondents) ,1,Never,Never,2,4,Sand/soil,Wait till I get home ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,Several times a week ,Less than once a week ,Several times a week ,Nkhumbe market,Nkhumbe market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Unsure,Unsure,1625,POINT (3896005.456927344 -1770207.903935459)
