,hid,hh_adults,hh_adolescents,hh_child,hh_youngchild,hhcount,hh_hhhjobstatus,hh_hhhjob,hh_hhhage,hh_hhheducation,hh_hhhsleep,hh_numberincome,hh_income,hh_hhnumber,hh_primary,hh_foodmonth,hh_food2weeks,hh_povertystep,hh_rooms,hh_floor,hh_toiletaway,hh_bathwater,hh_lights,hh_food1,hh_food2,hh_food3,hh_food4,hh_food6,hh_food7,hh_food8,hh_food9,hh_food10,hh_marketveg,hh_marketfruit,hh_manureanimal,hh_eating1,hh_hsbill,hh_hsbdiarrh,hh_hsbfever,hh_hsbcough,hh_hsbseverill,hh_andrugadvice,hh_anvac,hh_anabx,new_hhid,geometry
1512,HH498QK,3,0,0,0,3,Paid domestic worker ,Domestic service ,60.46543463381246,None ,Mattress (GRASS) on floor  ,1,10000,One (respondents) ,0,Often,Often,1,3,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,About once a week ,Never ,About once a week ,Never ,About once a week ,Dyeratu,Mobile vendors,Other (specify),Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,1512,POINT (3871495.421833089 -1803390.507058031)
1513,HH431RK,4,0,0,0,4,Paid employee ,Skilled manual ,39.63586584531143,MSCE ,Bed and Matress ,1,200000,Two ,1,Never,Never,2,5,Cement,Borrow a toilet close by ,Piped into dwelling ,"Yes, solar powered lights ",Never ,Never ,Less than once a week ,Less than once a week ,Several times a week ,Never ,About once a week ,Never ,Never ,Dyeratu,Chikwawa,Sweep it into the bush ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Prevent animals from becoming sick ,Unsure,1513,POINT (3866062.717420604 -1809017.888799008)
1514,HH450LK,1,2,0,1,4,Paid domestic worker ,Skilled manual ,37.64271047227926,PSLC ,Mattress (GRASS) on floor  ,1,20000,More than 5,2,Sometimes,Sometimes,2,2,Cement,Wait till I get home ,Tube well / borehole ,No,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,Never ,Less than once a week ,Less than once a week ,Several times a week ,,From people in the village,Use it as manure ,Self-feeding with hands ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,1514,POINT (3872657.474570981 -1806611.673848846)
1515,HH4593K,2,2,0,0,4,Unemployed ,,46.89664613278576,None ,Cloth / Sack on floor  ,0,10000,Five ,1,Sometimes,Never,2,3,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",Less than once a week ,Never ,Less than once a week ,About once a week ,Less than once a week ,Several times a week ,About once a week ,Never ,About once a week ,DYERATU,DYERATU,Use it as manure ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The animal health workers ,Cure sick animals ,Cure sick animals ,1515,POINT (3868887.335942914 -1798092.911928432)
1516,HH496UK,2,1,0,0,3,Paid domestic worker ,Unskilled manual ,54.6611909650924,None ,Mattress (GRASS) on floor  ,1,30000,One (respondents) ,1,Sometimes,Never,1,2,Sand/soil,Use public toilet ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,About once a week ,Less than once a week ,About once a week ,Dyeratu,Local market,Use it as manure ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Health centre (private) ,Other hospital (gov) ,Other hospital (gov) ,My own judgement? ,Cure sick animals ,Cure sick animals ,1516,POINT (3871572.421833089 -1803296.507058031)
1517,HH447BK,2,1,0,0,3,Unemployed ,,44.19712525667351,None ,Bed and Matress ,0,10000,Four ,0,Sometimes,Never,2,4,Cement,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",About once a week ,About once a week ,About once a week ,About once a week ,About once a week ,Never ,About once a week ,Less than once a week ,Several times a week ,DYERATU,DYERATU,Use it as manure ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,My own judgement? ,Prevent animals from becoming sick ,Cure sick animals ,1517,POINT (3869480.606925593 -1801666.189333804)
1518,HH4585K,3,0,1,1,5,Unemployed ,,30.543463381245722,MSCE ,Cloth / Sack on floor  ,0,15000,Three ,0,Sometimes,Often,2,3,Sand/soil,Use public toilet ,Piped outside dwelling ,"Yes, gas powered lights ",Never ,Never ,Less than once a week ,About once a week ,About once a week ,Less than once a week ,Less than once a week ,About once a week ,About once a week ,Chikwawa,Chikwawa,Sweep it into the bush ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Prevent animals from becoming sick ,Cure sick animals ,1518,POINT (3872223.888784621 -1806872.519683728)
1519,HH4593K,2,2,0,0,4,Unemployed ,,46.89664613278576,None ,Cloth / Sack on floor  ,0,10000,Five ,1,Sometimes,Never,2,3,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",Less than once a week ,Never ,Less than once a week ,About once a week ,Less than once a week ,Several times a week ,About once a week ,Never ,About once a week ,DYERATU,DYERATU,Use it as manure ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The animal health workers ,Cure sick animals ,Cure sick animals ,1519,POINT (3868717.160082475 -1798223.809636515)
1520,HH4761K,1,2,0,0,3,Paid domestic worker ,Skilled manual ,29.809719370294317,PSLC ,Mattress (GRASS) on floor  ,1,2000,More than 5,1,Sometimes,Never,4,3,Sand/soil,Urinate/defaecate in the open ,Tube well / borehole ,No,Never ,Less than once a week ,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,About once a week ,Mobile market,People's gardens,Use it as manure ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,1520,POINT (3868240.592500962 -1797334.742508224)
1521,HH4657K,2,1,0,0,3,Unemployed ,,41.41820670773443,PSLC ,Cloth / Sack on floor  ,0,20000,Four ,1,Sometimes,Never,3,5,Sand/soil,Urinate/defaecate in the open ,Public tap / Standpipe ,"Yes, gas powered lights ",Never ,Never ,Several times a week ,Less than once a week ,Several times a week ,About once a week ,About once a week ,About once a week ,Several times a week ,BOMA MARKET,BOMA MARKET,Use it as manure ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Cure sick animals and prevent them from becoming sick ,Cure sick animals ,1521,POINT (3868847.042091524 -1795173.845393708)
1522,HH4657K,2,1,0,0,3,Unemployed ,,41.41820670773443,PSLC ,Cloth / Sack on floor  ,0,20000,Four ,1,Sometimes,Never,3,5,Sand/soil,Urinate/defaecate in the open ,Public tap / Standpipe ,"Yes, gas powered lights ",Never ,Never ,Several times a week ,Less than once a week ,Several times a week ,About once a week ,About once a week ,About once a week ,Several times a week ,BOMA MARKET,BOMA MARKET,Use it as manure ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Cure sick animals and prevent them from becoming sick ,Cure sick animals ,1522,POINT (3872635.784760779 -1805579.504687618)
1523,HH430TK,2,1,0,0,3,Unemployed ,,58.76522929500342,None ,Cloth / Sack on floor  ,0,5000,Four ,1,Sometimes,Sometimes,1,3,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",Never ,Never ,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,Never ,DYERATU,DYERATU,Sweep it into the bush ,Self-feeding with spoon ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,My own judgement? ,Cure sick animals ,Unsure,1523,POINT (3866157.668311819 -1810949.725097923)
1524,HH411ZK,4,0,0,0,4,Unemployed ,,54.27241615331965,PSLC ,Cloth / Sack on floor  ,0,56,More than 5,0,Never,Never,2,5,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",Never ,Never ,Less than once a week ,Never ,Less than once a week ,Never ,About once a week ,Never ,Never ,Tsekera,Tsekera,Use it as manure ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Prevent animals from becoming sick ,Unsure,1524,POINT (3865530.595371829 -1809282.211565619)
1525,HH436HK,3,0,0,0,3,Paid employee ,Unskilled manual ,60.53661875427789,None ,Cloth / Sack on floor  ,1,30,Four ,1,Sometimes,Never,1,4,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, solar powered lights ",Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,Several times a week ,Never ,Less than once a week ,About once a week ,,,Nothing ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Prevent animals from becoming sick ,Cure sick animals ,1525,POINT (3872261.888784621 -1806855.519683728)
1526,HH415RK,1,0,0,1,2,Self employed ,Sales and service ,29.697467488021903,JCE  ,Bed and Matress ,1,40000,Three ,0,Sometimes,Sometimes,3,3,Cement,Borrow a toilet close by ,Piped outside dwelling ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Never ,Never ,Never ,Never ,Less than once a week ,,,Sweep it into the bush ,Self-feeding with hands ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Prevent animals from becoming sick ,Unsure,1526,POINT (3868928.201086877 -1809918.521177354)
1527,HH418LK,2,2,1,0,5,Unemployed ,,35.70704996577687,JCE  ,Other ,0,20000,Four ,2,Never,Sometimes,2,5,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",Never ,Never ,Less than once a week ,Less than once a week ,Never ,Never ,About once a week ,Never ,Several times a week ,,Dyeratu,Sweep it into the bush ,Self-feeding with hands ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,1527,POINT (3872439.519911161 -1806008.12613542)
1528,HH463BK,1,1,1,0,3,Unemployed ,,29.023956194387406,PSLC ,Mattress (GRASS) on floor  ,1,40000,Three ,0,Never,Never,2,2,Sand/soil,Wait till I get home ,Tube well / borehole ,No,Never ,Never ,About once a week ,About once a week ,Never ,Never ,About once a week ,Never ,Less than once a week ,,Chikwawa boma,Nothing ,Self-feeding with hands ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,My own judgement? ,Unsure,Unsure,1528,POINT (3871802.55183964 -1802997.755862434)
1529,HH447BK,2,1,0,0,3,Unemployed ,,44.19712525667351,None ,Bed and Matress ,0,10000,Four ,0,Sometimes,Never,2,4,Cement,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",About once a week ,About once a week ,About once a week ,About once a week ,About once a week ,Never ,About once a week ,Less than once a week ,Several times a week ,DYERATU,DYERATU,Use it as manure ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,My own judgement? ,Prevent animals from becoming sick ,Cure sick animals ,1529,POINT (3868560.160082475 -1798107.809636515)
1530,HH4489K,3,1,0,0,4,Unemployed ,,45.385352498288846,PSLC ,Cloth / Sack on floor  ,0,5000,Four ,1,Sometimes,Sometimes,2,3,Cement,Urinate/defaecate in the open ,Tube well / borehole ,"Yes, gas powered lights ",Less than once a week ,Less than once a week ,Never ,Never ,Several times a week ,Never ,About once a week ,Never ,Less than once a week ,Dyeratu,Dyeratu,Nothing ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,1530,POINT (3868790.042091524 -1795105.845393708)
1531,HH421VK,2,2,0,0,4,Unemployed ,,32.407939767282684,MSCE ,Bed and Matress ,0,10000,Four ,2,Sometimes,Never,2,4,Cement,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",About once a week ,Never ,Never ,About once a week ,Several times a week ,Never ,About once a week ,About once a week ,Several times a week ,Dyeratu,Dyeratu,Sweep it into the bush ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Prevent animals from becoming sick ,Unsure,1531,POINT (3866936.854686488 -1811737.401211856)
1532,HH460HK,2,0,1,1,4,Unemployed ,,45.51129363449692,None ,Bed and Matress ,0,30000,Three ,0,Sometimes,Sometimes,3,3,Cement,Borrow a toilet close by ,Public tap / Standpipe ,"Yes, gas powered lights ",Less than once a week ,About once a week ,Less than once a week ,Several times a week ,Less than once a week ,Several times a week ,About once a week ,Never ,Less than once a week ,BOMA MARKET,BOMA  MARKET,Use it as manure ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Prevent animals from becoming sick ,Unsure,1532,POINT (3868705.100430788 -1797060.771319546)
1533,HH432PK,3,0,0,0,3,Unemployed ,,65.99863107460644,None ,Bed and Matress ,2,20000,Three ,1,Sometimes,Sometimes,2,4,Cement,Borrow a toilet close by ,Piped outside dwelling ,"Yes, electric lights ",Less than once a week ,Never ,Less than once a week ,About once a week ,Several times a week ,Never ,Several times a week ,Never ,Less than once a week ,CHIKWAWA  BOMA,CHIKWAWA BOMA,Sweep it into the bush ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,1533,POINT (3866093.717420604 -1809060.888799008)
1534,HH4593K,2,2,0,0,4,Unemployed ,,46.89664613278576,None ,Cloth / Sack on floor  ,0,10000,Five ,1,Sometimes,Never,2,3,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",Less than once a week ,Never ,Less than once a week ,About once a week ,Less than once a week ,Several times a week ,About once a week ,Never ,About once a week ,DYERATU,DYERATU,Use it as manure ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The animal health workers ,Cure sick animals ,Cure sick animals ,1534,POINT (3869575.710046903 -1802247.311825617)
1535,HH452HK,2,3,1,0,6,Unemployed ,,43.75906913073238,JCE  ,Cloth / Sack on floor  ,0,15000,Four ,3,Never,Sometimes,2,4,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, solar powered lights ",Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,About once a week ,Never ,About once a week ,Less than once a week ,About once a week ,DYERATU MARKET,DYERATU MARKET,Use it as manure ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Prevent animals from becoming sick ,Prevent animals from becoming sick ,1535,POINT (3872244.888784621 -1806794.519683728)
1536,HH444HK,2,3,1,0,6,Unemployed ,,36.91444216290212,PSLC ,Cloth / Sack on floor  ,0,15000,Three ,3,Sometimes,Sometimes,1,2,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",Never ,Less than once a week ,Never ,Never ,Never ,Never ,About once a week ,Never ,Several times a week ,,Dyeratu,Nothing ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,1536,POINT (3866069.064078224 -1805545.865381197)
1537,HH4681K,2,1,0,0,3,Self employed ,Domestic service ,56.69815195071869,None ,Mattress (GRASS) on floor  ,2,10000,One (respondents) ,1,Often,Sometimes,2,3,Cement,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,About once a week ,Never ,About once a week ,DYERATU,Local market,Use it as manure ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,My own judgement? ,Prevent animals from becoming sick ,Cure sick animals ,1537,POINT (3868921.201086877 -1809985.521177354)
1538,HH498QK,3,0,0,0,3,Paid domestic worker ,Domestic service ,60.46543463381246,None ,Mattress (GRASS) on floor  ,1,10000,One (respondents) ,0,Often,Often,1,3,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,About once a week ,Never ,About once a week ,Never ,About once a week ,Dyeratu,Mobile vendors,Other (specify),Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,1538,POINT (3870425.914011572 -1810830.627672656)
1539,HH415RK,1,0,0,1,2,Self employed ,Sales and service ,29.697467488021903,JCE  ,Bed and Matress ,1,40000,Three ,0,Sometimes,Sometimes,3,3,Cement,Borrow a toilet close by ,Piped outside dwelling ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Never ,Never ,Never ,Never ,Less than once a week ,,,Sweep it into the bush ,Self-feeding with hands ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Prevent animals from becoming sick ,Unsure,1539,POINT (3871062.380989288 -1800339.051320676)
1540,HH462DK,1,1,0,0,2,Unemployed ,,29.23750855578371,MSCE ,Mattress on floor  ,1,36000,Three ,1,Never,Never,4,4,Cement,Wait till I get home ,Tube well / borehole ,No,About once a week ,Never ,About once a week ,About once a week ,Never ,Several times a week ,About once a week ,Never ,Never ,,Chikwawa boma,Nothing ,Self-feeding with hands ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,1540,POINT (3867419.613145446 -1811909.110940008)
1541,HH436HK,3,0,0,0,3,Paid employee ,Unskilled manual ,60.53661875427789,None ,Cloth / Sack on floor  ,1,30,Four ,1,Sometimes,Never,1,4,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, solar powered lights ",Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,Several times a week ,Never ,Less than once a week ,About once a week ,,,Nothing ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Prevent animals from becoming sick ,Cure sick animals ,1541,POINT (3872204.148931946 -1807197.636027912)
1542,HH452HK,2,3,1,0,6,Unemployed ,,43.75906913073238,JCE  ,Cloth / Sack on floor  ,0,15000,Four ,3,Never,Sometimes,2,4,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, solar powered lights ",Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,About once a week ,Never ,About once a week ,Less than once a week ,About once a week ,DYERATU MARKET,DYERATU MARKET,Use it as manure ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Prevent animals from becoming sick ,Prevent animals from becoming sick ,1542,POINT (3868792.042091524 -1795182.845393708)
1543,HH4497K,2,1,0,0,3,Unemployed ,,43.56741957563313,PSLC ,Cloth / Sack on floor  ,0,10000,Three ,1,Sometimes,Never,2,4,Cement,Urinate/defaecate in the open ,Tube well / borehole ,"Yes, gas powered lights ",Less than once a week ,Less than once a week ,Never ,Never ,Less than once a week ,Never ,Less than once a week ,Never ,Never ,Dyeratu,Dyeratu,Use it as manure ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Prevent animals from becoming sick ,Unsure,1543,POINT (3871830.705117907 -1803564.984009212)
1544,HH4913K,2,1,0,0,3,Unemployed ,,44.48733744010951,PSLC ,Mattress (GRASS) on floor  ,1,24000,More than 5,1,Sometimes,Sometimes,3,3,Sand/soil,Other (specify),Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Never ,Never ,Less than once a week ,Never ,Less than once a week ,,Local market in our area,Use it as manure ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,1544,POINT (3866079.717420604 -1809051.888799008)
1545,HH4825K,2,3,0,0,5,Unemployed ,,53.73305954825462,None ,Mattress (GRASS) on floor  ,2,28000,One (respondents) ,3,Sometimes,Never,1,4,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,About once a week ,Less than once a week ,Several times a week ,Mnthumba,Mnthumba,Nothing ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Cure sick animals ,Cure sick animals ,1545,POINT (3866795.085751794 -1811492.832589626)
1546,HH471BK,2,2,1,0,5,Paid domestic worker ,Domestic service ,35.44421629021218,PSLC ,Mattress (GRASS) on floor  ,1,50000,More than 5,2,Never,Sometimes,2,3,Cement,Other (specify),Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,About once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Boma market,Pantondo local market in our village,Use it as manure ,Hand feeding (mother) ,Other hospital (gov) ,Other (specify),Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,1546,POINT (3871011.893238197 -1810831.181446716)
1547,HH451JK,2,0,1,1,4,Unemployed ,,34.12731006160164,PSLC ,Mattress (GRASS) on floor  ,1,10000,More than 5,0,Sometimes,Sometimes,2,5,Sand/soil,Urinate/defaecate in the open ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Never ,Never ,Less than once a week ,Never ,Less than once a week ,,In the village,Nothing ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,1547,POINT (3868894.042091524 -1795151.845393708)
1548,HH4825K,2,3,0,0,5,Unemployed ,,53.73305954825462,None ,Mattress (GRASS) on floor  ,2,28000,One (respondents) ,3,Sometimes,Never,1,4,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,About once a week ,Less than once a week ,Several times a week ,Mnthumba,Mnthumba,Nothing ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Cure sick animals ,Cure sick animals ,1548,POINT (3868568.160082475 -1798155.809636515)
1549,HH442LK,2,0,0,1,3,Unpaid family worker ,,25.779603011635867,JCE  ,Bed and Matress ,0,28000,Three ,0,Never,Never,4,3,Cement,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,About once a week ,About once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,DYERATU,DYERATU,Nothing ,Hand feeding (other caregiver) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Other hospital (gov) ,Others (specify),Fattening / increased growth ,Cure sick animals ,1549,POINT (3867029.547345518 -1811287.339917522)
1550,HH454DK,2,2,1,1,6,Unemployed ,,41.37166324435318,PSLC ,Mattress on floor  ,0,10000,Three ,2,Sometimes,Sometimes,2,4,Sand/soil,Borrow a toilet close by ,Piped outside dwelling ,"Yes, gas powered lights ",Never ,Several times a week ,Less than once a week ,Never ,Several times a week ,Never ,Less than once a week ,Less than once a week ,About once a week ,Chikwawa,Chikwawa,Sweep it into the bush ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,1550,POINT (3872128.635356188 -1807146.598009345)
1551,HH462DK,1,1,0,0,2,Unemployed ,,29.23750855578371,MSCE ,Mattress on floor  ,1,36000,Three ,1,Never,Never,4,4,Cement,Wait till I get home ,Tube well / borehole ,No,About once a week ,Never ,About once a week ,About once a week ,Never ,Several times a week ,About once a week ,Never ,Never ,,Chikwawa boma,Nothing ,Self-feeding with hands ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,1551,POINT (3868209.26714281 -1797181.454052111)
1552,HH440PK,2,0,1,0,3,Unemployed ,,30.68583162217659,PSLC ,Bed alone  ,0,10000,Three ,0,Sometimes,Never,2,3,Cement,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",Never ,Never ,Less than once a week ,Less than once a week ,About once a week ,Never ,Less than once a week ,About once a week ,About once a week ,Dyeratu,Dyeratu,Sweep it into the bush ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,1552,POINT (3866106.717420604 -1808943.888799008)
1553,HH415RK,1,0,0,1,2,Self employed ,Sales and service ,29.697467488021903,JCE  ,Bed and Matress ,1,40000,Three ,0,Sometimes,Sometimes,3,3,Cement,Borrow a toilet close by ,Piped outside dwelling ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Never ,Never ,Never ,Never ,Less than once a week ,,,Sweep it into the bush ,Self-feeding with hands ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Prevent animals from becoming sick ,Unsure,1553,POINT (3870808.926094089 -1810985.357307377)
1554,HH420XK,2,2,0,0,4,Paid employee ,Skilled manual ,29.1088295687885,MSCE ,Mattress on floor  ,1,80000,Five ,1,Never,Never,3,3,Sand/soil,Use public toilet ,Tube well / borehole ,"Yes, solar powered lights ",About once a week ,Daily,Several times a week ,Several times a week ,Never ,Never ,About once a week ,Several times a week ,Less than once a week ,,Dyeratu,Sweep it into the bush ,Hand feeding (mother) ,Other hospital (gov) ,Private pharmacy / drug store ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,My own judgement? ,Cure sick animals ,Cure sick animals ,1554,POINT (3867373.613145446 -1811879.110940008)
1555,HH421VK,2,2,0,0,4,Unemployed ,,32.407939767282684,MSCE ,Bed and Matress ,0,10000,Four ,2,Sometimes,Never,2,4,Cement,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",About once a week ,Never ,Never ,About once a week ,Several times a week ,Never ,About once a week ,About once a week ,Several times a week ,Dyeratu,Dyeratu,Sweep it into the bush ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Prevent animals from becoming sick ,Unsure,1555,POINT (3866808.470225975 -1810942.584828173)
