individual_number,house_number,age,ip_sex
4806,167,4.0,Male 
4807,167,19.0,Female
4808,167,12.0,Male 
4809,167,41.0,Male 
4810,168,2.0,Male 
4811,168,5.0,Male 
4812,168,21.0,Male 
4813,168,46.0,Male 
4814,171,21.0,Male 
4815,171,2.0,Male 
4816,171,5.0,Male 
4817,171,16.0,Female
4818,174,33.0,Female
4819,174,46.0,Male 
4820,174,15.0,Male 
4821,174,10.0,Male 
4822,174,11.0,Female
4823,174,16.0,Female
4824,175,13.0,Male 
4825,175,7.0,Female
4826,175,30.0,Female
4827,175,34.0,Female
4828,177,32.0,Male 
4829,177,26.0,Female
4830,177,9.0,Female
4831,177,3.0,Female
4832,177,7.0,Male 
4833,177,9.0,Female
4834,180,9.0,Female
4835,180,34.0,Female
4836,180,9.0,Male 
4837,180,3.0,Female
4838,180,35.0,Female
4839,182,24.0,Female
4840,182,36.0,Male 
4841,182,3.0,Male 
4842,182,7.0,Male 
4843,182,9.0,Female
4844,182,15.0,Female
4845,184,18.0,Female
4846,184,1.0,Male 
4847,184,34.0,Female
4848,185,44.0,Male 
4849,185,37.0,Female
4850,185,10.0,Male 
4851,188,15.0,Male 
4852,188,10.0,Female
4853,188,29.0,Female
4854,188,37.0,Male 
4855,191,2.0,Male 
4856,191,1.0,Female
4857,191,35.0,Female
4858,191,33.0,Female
4859,192,29.0,Female
4860,192,37.0,Male 
4861,192,15.0,Male 
4862,192,10.0,Female
4863,193,5.0,Male 
4864,193,50.0,Male 
4865,193,45.0,Female
4866,194,18.0,Female
4867,194,1.0,Male 
4868,194,34.0,Female
4869,195,30.0,Female
4870,195,1.0,Male 
4871,195,5.0,Male 
4872,195,34.0,Female
4873,195,35.0,Female
4874,196,5.0,Male 
4875,196,50.0,Male 
4876,196,45.0,Female
4877,198,46.0,Male 
4878,198,33.0,Female
4879,198,10.0,Male 
4880,199,18.0,Female
4881,199,1.0,Male 
4882,199,34.0,Female
4883,200,32.0,Male 
4884,200,26.0,Female
4885,200,9.0,Female
4886,200,3.0,Female
4887,200,7.0,Male 
4888,200,9.0,Female
4889,202,13.0,Male 
4890,202,7.0,Female
4891,202,30.0,Female
4892,202,34.0,Female
4893,204,35.0,Female
4894,204,0.0,Female
4895,204,34.0,Male 
4896,206,36.0,Female
4897,206,4.0,Male 
4898,206,12.0,Male 
4899,206,19.0,Female
4900,207,54.0,Female
4901,207,13.0,Female
4902,207,82.0,Female
4903,207,13.0,Female
4904,207,37.0,Male 
4905,207,13.0,Male 
4906,210,19.0,Male 
4907,210,68.0,Male 
4908,210,51.0,Female
4909,210,15.0,Female
4910,210,10.0,Male 
4911,210,7.0,Male 
4912,210,3.0,Male 
4913,210,9.0,Female
4914,212,2.0,Male 
4915,212,1.0,Female
4916,212,35.0,Female
4917,212,33.0,Female
4918,214,21.0,Male 
4919,214,2.0,Male 
4920,214,5.0,Male 
4921,214,16.0,Female
4922,215,2.0,Male 
4923,215,5.0,Male 
4924,215,21.0,Male 
4925,215,46.0,Male 
4926,216,55.0,Male 
4927,216,48.0,Female
4928,216,2.0,Male 
4929,216,13.0,Female
4930,216,13.0,Male 
4931,216,35.0,Male 
4932,217,34.0,Male 
4933,217,35.0,Female
4934,217,60.0,Male 
4935,220,30.0,Female
4936,220,1.0,Male 
4937,220,5.0,Male 
4938,220,34.0,Female
4939,220,35.0,Female
4940,221,21.0,Male 
4941,221,5.0,Male 
4942,221,44.0,Male 
4943,221,11.0,Female
4944,221,6.0,Male 
4945,222,0.0,Female
4946,222,35.0,Female
4947,222,34.0,Male 
4948,223,9.0,Male 
4949,223,9.0,Female
4950,223,34.0,Female
4951,225,34.0,Male 
4952,225,35.0,Female
4953,225,5.0,Male 
4954,226,33.0,Female
4955,226,46.0,Male 
4956,226,15.0,Male 
4957,226,10.0,Male 
4958,226,11.0,Female
4959,226,16.0,Female
4960,227,35.0,Female
4961,227,0.0,Female
4962,227,34.0,Male 
4963,228,9.0,Male 
4964,228,9.0,Female
4965,228,34.0,Female
4966,229,18.0,Female
4967,229,1.0,Male 
4968,229,34.0,Female
4969,230,19.0,Male 
4970,230,68.0,Male 
4971,230,51.0,Female
4972,230,15.0,Female
4973,230,10.0,Male 
4974,230,7.0,Male 
4975,230,3.0,Male 
4976,230,9.0,Female
4977,231,19.0,Male 
4978,231,68.0,Male 
4979,231,51.0,Female
4980,231,15.0,Female
4981,231,10.0,Male 
4982,231,7.0,Male 
4983,231,3.0,Male 
4984,231,9.0,Female
4985,233,3.0,Male 
4986,233,28.0,Female
4987,233,35.0,Male 
4988,233,7.0,Female
4989,235,32.0,Male 
4990,235,26.0,Female
4991,235,9.0,Female
4992,235,3.0,Female
4993,235,7.0,Male 
4994,235,9.0,Female
4995,240,24.0,Female
4996,240,36.0,Male 
4997,240,3.0,Male 
4998,240,7.0,Male 
4999,240,9.0,Female
5000,240,15.0,Female
5001,244,29.0,Female
5002,244,37.0,Male 
5003,244,15.0,Male 
5004,244,10.0,Female
5005,246,10.0,Male 
5006,246,15.0,Male 
5007,246,46.0,Male 
5008,246,33.0,Female
5009,247,46.0,Male 
5010,247,33.0,Female
5011,247,10.0,Male 
5012,248,35.0,Female
5013,248,0.0,Female
5014,248,34.0,Male 
5015,249,65.0,Female
5016,249,16.0,Female
5017,249,16.0,Male 
5018,252,34.0,Male 
5019,252,35.0,Female
5020,252,60.0,Male 
5021,253,2.0,Male 
5022,253,1.0,Female
5023,253,35.0,Female
5024,253,33.0,Female
5025,254,19.0,Male 
5026,254,68.0,Male 
5027,254,51.0,Female
5028,254,15.0,Female
5029,254,10.0,Male 
5030,254,7.0,Male 
5031,254,3.0,Male 
5032,254,9.0,Female
5033,255,34.0,Male 
5034,255,35.0,Female
5035,255,60.0,Male 
5036,258,65.0,Female
5037,258,16.0,Female
5038,258,16.0,Male 
5039,260,35.0,Male 
5040,260,14.0,Male 
5041,260,3.0,Female
5042,262,30.0,Female
5043,262,4.0,Female
5044,262,25.0,Female
5045,262,0.0,Female
5046,262,41.0,Male 
5047,263,4.0,Male 
5048,263,19.0,Female
5049,263,12.0,Male 
5050,263,36.0,Female
5051,264,29.0,Female
5052,264,37.0,Male 
5053,264,15.0,Male 
5054,264,10.0,Female
5055,265,34.0,Male 
5056,265,35.0,Female
5057,265,5.0,Male 
5058,267,35.0,Female
5059,267,0.0,Female
5060,267,34.0,Male 
5061,268,41.0,Male 
5062,268,4.0,Male 
5063,268,12.0,Male 
5064,268,36.0,Female
5065,276,4.0,Male 
5066,276,19.0,Female
5067,276,12.0,Male 
5068,276,36.0,Female
5069,277,15.0,Male 
5070,277,10.0,Female
5071,277,29.0,Female
5072,277,37.0,Male 
5073,279,19.0,Female
5074,279,4.0,Male 
5075,279,36.0,Female
5076,279,12.0,Male 
5077,282,10.0,Male 
5078,282,15.0,Male 
5079,282,46.0,Male 
5080,282,33.0,Female
5081,283,30.0,Female
5082,283,4.0,Female
5083,283,25.0,Female
5084,283,0.0,Female
5085,283,41.0,Male 
5086,284,9.0,Female
5087,284,34.0,Female
5088,284,9.0,Male 
5089,284,3.0,Female
5090,284,35.0,Female
5091,285,55.0,Male 
5092,285,48.0,Female
5093,285,2.0,Male 
5094,285,13.0,Female
5095,285,13.0,Male 
5096,285,35.0,Male 
5097,286,15.0,Male 
5098,286,33.0,Female
5099,286,46.0,Male 
5100,288,13.0,Male 
5101,288,7.0,Female
5102,288,30.0,Female
5103,288,34.0,Female
5104,289,32.0,Male 
5105,289,26.0,Female
5106,289,9.0,Female
5107,289,3.0,Female
5108,289,7.0,Male 
5109,289,9.0,Female
5110,290,9.0,Female
5111,290,34.0,Female
5112,290,9.0,Male 
5113,290,3.0,Female
5114,290,35.0,Female
5115,291,13.0,Male 
5116,291,50.0,Male 
5117,291,45.0,Female
5118,291,30.0,Female
5119,295,12.0,Female
5120,295,52.0,Female
5121,295,3.0,Female
5122,295,6.0,Male 
5123,295,16.0,Female
5124,298,12.0,Female
5125,298,52.0,Female
5126,298,3.0,Female
5127,298,6.0,Male 
5128,298,16.0,Female
5129,299,0.0,Female
5130,299,35.0,Female
5131,299,34.0,Male 
5132,300,9.0,Male 
5133,300,9.0,Female
5134,300,34.0,Female
5135,301,41.0,Male 
5136,301,19.0,Female
5137,301,12.0,Male 
5138,301,36.0,Female
5139,303,44.0,Male 
5140,303,37.0,Female
5141,303,10.0,Male 
5142,304,9.0,Female
5143,304,34.0,Female
5144,304,9.0,Male 
5145,304,3.0,Female
5146,304,35.0,Female
5147,308,2.0,Male 
5148,308,1.0,Female
5149,308,35.0,Female
5150,308,33.0,Female
5151,309,12.0,Female
5152,309,52.0,Female
5153,309,3.0,Female
5154,309,6.0,Male 
5155,309,16.0,Female
5156,315,30.0,Female
5157,315,4.0,Female
5158,315,25.0,Female
5159,315,0.0,Female
5160,315,41.0,Male 
5161,316,5.0,Male 
5162,316,50.0,Male 
5163,316,45.0,Female
5164,317,9.0,Female
5165,317,34.0,Female
5166,317,9.0,Male 
5167,317,3.0,Female
5168,317,35.0,Female
5169,318,12.0,Female
5170,318,52.0,Female
5171,318,3.0,Female
5172,318,6.0,Male 
5173,318,16.0,Female
5174,319,5.0,Male 
5175,319,50.0,Male 
5176,319,45.0,Female
5177,320,24.0,Female
5178,320,36.0,Male 
5179,320,3.0,Male 
5180,320,7.0,Male 
5181,320,9.0,Female
5182,320,15.0,Female
5183,321,35.0,Male 
5184,321,28.0,Female
5185,321,14.0,Male 
5186,321,3.0,Male 
5187,322,29.0,Female
5188,322,37.0,Male 
5189,322,15.0,Male 
5190,322,10.0,Female
5191,324,32.0,Male 
5192,324,26.0,Female
5193,324,9.0,Female
5194,324,3.0,Female
5195,324,7.0,Male 
5196,324,9.0,Female
5197,325,35.0,Male 
5198,325,14.0,Male 
5199,325,3.0,Female
5200,327,24.0,Female
5201,327,36.0,Male 
5202,327,3.0,Male 
5203,327,7.0,Male 
5204,327,9.0,Female
5205,327,15.0,Female
5206,329,15.0,Male 
5207,329,33.0,Female
5208,329,46.0,Male 
5209,330,12.0,Male 
5210,330,4.0,Male 
5211,330,36.0,Female
5212,330,19.0,Female
5213,331,33.0,Female
5214,331,46.0,Male 
5215,331,15.0,Male 
5216,331,10.0,Male 
5217,331,11.0,Female
5218,331,16.0,Female
5219,335,12.0,Female
5220,335,52.0,Female
5221,335,3.0,Female
5222,335,6.0,Male 
5223,335,16.0,Female
5224,336,15.0,Male 
5225,336,10.0,Female
5226,336,29.0,Female
5227,336,37.0,Male 
5228,337,3.0,Female
5229,337,37.0,Male 
5230,337,13.0,Female
5231,337,44.0,Male 
5232,337,13.0,Female
5233,337,10.0,Male 
5234,338,30.0,Female
5235,338,4.0,Female
5236,338,25.0,Female
5237,338,0.0,Female
5238,338,41.0,Male 
5239,340,3.0,Female
5240,340,37.0,Male 
5241,340,13.0,Female
5242,340,44.0,Male 
5243,340,13.0,Female
5244,340,10.0,Male 
5245,345,5.0,Male 
5246,345,50.0,Male 
5247,345,45.0,Female
5248,346,9.0,Male 
5249,346,9.0,Female
5250,346,34.0,Female
5251,347,30.0,Female
5252,347,1.0,Male 
5253,347,5.0,Male 
5254,347,34.0,Female
5255,347,35.0,Female
5256,348,7.0,Female
5257,348,3.0,Male 
5258,348,14.0,Male 
5259,348,35.0,Male 
5260,349,30.0,Female
5261,349,4.0,Female
5262,349,25.0,Female
5263,349,0.0,Female
5264,349,41.0,Male 
5265,352,9.0,Female
5266,352,34.0,Female
5267,352,9.0,Male 
5268,352,3.0,Female
5269,352,35.0,Female
5270,353,2.0,Male 
5271,353,1.0,Female
5272,353,35.0,Female
5273,353,33.0,Female
5274,357,18.0,Female
5275,357,1.0,Male 
5276,357,34.0,Female
5277,358,3.0,Female
5278,358,37.0,Male 
5279,358,13.0,Female
5280,358,44.0,Male 
5281,358,13.0,Female
5282,358,10.0,Male 
5283,359,30.0,Female
5284,359,4.0,Female
5285,359,25.0,Female
5286,359,0.0,Female
5287,359,41.0,Male 
5288,361,10.0,Male 
5289,361,15.0,Male 
5290,361,46.0,Male 
5291,361,33.0,Female
5292,365,15.0,Male 
5293,365,33.0,Female
5294,365,46.0,Male 
5295,367,30.0,Female
5296,367,4.0,Female
5297,367,25.0,Female
5298,367,0.0,Female
5299,367,41.0,Male 
5300,368,30.0,Female
5301,368,4.0,Female
5302,368,25.0,Female
5303,368,0.0,Female
5304,368,41.0,Male 
5305,370,30.0,Female
5306,370,4.0,Female
5307,370,25.0,Female
5308,370,0.0,Female
5309,370,41.0,Male 
5310,372,32.0,Male 
5311,372,26.0,Female
5312,372,9.0,Female
5313,372,3.0,Female
5314,372,7.0,Male 
5315,372,9.0,Female
5316,377,55.0,Male 
5317,377,48.0,Female
5318,377,2.0,Male 
5319,377,13.0,Female
5320,377,13.0,Male 
5321,377,35.0,Male 
5322,378,46.0,Male 
5323,378,33.0,Female
5324,378,10.0,Male 
5325,381,30.0,Female
5326,381,1.0,Male 
5327,381,5.0,Male 
5328,381,34.0,Female
5329,381,35.0,Female
5330,382,21.0,Male 
5331,382,5.0,Male 
5332,382,44.0,Male 
5333,382,11.0,Female
5334,382,6.0,Male 
5335,383,44.0,Male 
5336,383,37.0,Female
5337,383,10.0,Male 
5338,384,55.0,Male 
5339,384,48.0,Female
5340,384,2.0,Male 
5341,384,13.0,Female
5342,384,13.0,Male 
5343,384,35.0,Male 
5344,386,34.0,Male 
5345,386,35.0,Female
5346,386,5.0,Male 
5347,389,10.0,Male 
5348,389,15.0,Male 
5349,389,46.0,Male 
5350,389,33.0,Female
5351,390,30.0,Female
5352,390,4.0,Female
5353,390,25.0,Female
5354,390,0.0,Female
5355,390,41.0,Male 
5356,391,35.0,Male 
5357,391,14.0,Male 
5358,391,3.0,Female
5359,392,21.0,Male 
5360,392,5.0,Male 
5361,392,44.0,Male 
5362,392,11.0,Female
5363,392,6.0,Male 
5364,393,5.0,Male 
5365,393,50.0,Male 
5366,393,45.0,Female
5367,394,19.0,Female
5368,394,12.0,Male 
5369,394,4.0,Male 
5370,394,36.0,Female
5371,395,3.0,Female
5372,395,37.0,Male 
5373,395,13.0,Female
5374,395,44.0,Male 
5375,395,13.0,Female
5376,395,10.0,Male 
5377,396,44.0,Male 
5378,396,37.0,Female
5379,396,10.0,Male 
5380,397,34.0,Male 
5381,397,35.0,Female
5382,397,5.0,Male 
5383,398,13.0,Male 
5384,398,7.0,Female
5385,398,30.0,Female
5386,398,34.0,Female
5387,400,24.0,Female
5388,400,36.0,Male 
5389,400,3.0,Male 
5390,400,7.0,Male 
5391,400,9.0,Female
5392,400,15.0,Female
5393,401,46.0,Male 
5394,401,33.0,Female
5395,401,10.0,Male 
5396,403,3.0,Female
5397,403,37.0,Male 
5398,403,13.0,Female
5399,403,44.0,Male 
5400,403,13.0,Female
5401,403,10.0,Male 
5402,405,15.0,Male 
5403,405,33.0,Female
5404,405,46.0,Male 
5405,406,12.0,Female
5406,406,52.0,Female
5407,406,3.0,Female
5408,406,6.0,Male 
5409,406,16.0,Female
5410,408,30.0,Female
5411,408,4.0,Female
5412,408,25.0,Female
5413,408,0.0,Female
5414,408,41.0,Male 
5415,409,35.0,Female
5416,409,0.0,Female
5417,409,34.0,Male 
5418,411,33.0,Female
5419,411,46.0,Male 
5420,411,15.0,Male 
5421,411,10.0,Male 
5422,411,11.0,Female
5423,411,16.0,Female
5424,412,29.0,Female
5425,412,37.0,Male 
5426,412,15.0,Male 
5427,412,10.0,Female
5428,413,3.0,Female
5429,413,37.0,Male 
5430,413,13.0,Female
5431,413,44.0,Male 
5432,413,13.0,Female
5433,413,10.0,Male 
5434,416,65.0,Female
5435,416,16.0,Female
5436,416,16.0,Male 
5437,417,33.0,Female
5438,417,46.0,Male 
5439,417,15.0,Male 
5440,417,10.0,Male 
5441,417,11.0,Female
5442,417,16.0,Female
5443,418,15.0,Male 
5444,418,10.0,Female
5445,418,29.0,Female
5446,418,37.0,Male 
5447,419,33.0,Female
5448,419,46.0,Male 
5449,419,15.0,Male 
5450,419,10.0,Male 
5451,419,11.0,Female
5452,419,16.0,Female
5453,420,33.0,Female
5454,420,46.0,Male 
5455,420,15.0,Male 
5456,420,10.0,Male 
5457,420,11.0,Female
5458,420,16.0,Female
5459,421,10.0,Male 
5460,421,15.0,Male 
5461,421,46.0,Male 
5462,421,33.0,Female
5463,422,32.0,Male 
5464,422,26.0,Female
5465,422,9.0,Female
5466,422,3.0,Female
5467,422,7.0,Male 
5468,422,9.0,Female
5469,425,32.0,Male 
5470,425,26.0,Female
5471,425,9.0,Female
5472,425,3.0,Female
5473,425,7.0,Male 
5474,425,9.0,Female
5475,427,9.0,Male 
5476,427,9.0,Female
5477,427,34.0,Female
5478,428,29.0,Female
5479,428,37.0,Male 
5480,428,15.0,Male 
5481,428,10.0,Female
5482,429,12.0,Female
5483,429,52.0,Female
5484,429,3.0,Female
5485,429,6.0,Male 
5486,429,16.0,Female
5487,430,13.0,Male 
5488,430,7.0,Female
5489,430,30.0,Female
5490,430,34.0,Female
5491,431,3.0,Female
5492,431,37.0,Male 
5493,431,13.0,Female
5494,431,44.0,Male 
5495,431,13.0,Female
5496,431,10.0,Male 
5497,432,19.0,Male 
5498,432,68.0,Male 
5499,432,51.0,Female
5500,432,15.0,Female
5501,432,10.0,Male 
5502,432,7.0,Male 
5503,432,3.0,Male 
5504,432,9.0,Female
5505,437,10.0,Male 
5506,437,15.0,Male 
5507,437,46.0,Male 
5508,437,33.0,Female
5509,438,2.0,Male 
5510,438,5.0,Male 
5511,438,21.0,Male 
5512,438,46.0,Male 
5513,439,2.0,Male 
5514,439,21.0,Male 
5515,441,15.0,Male 
5516,441,33.0,Female
5517,441,46.0,Male 
5518,442,13.0,Male 
5519,442,50.0,Male 
5520,442,45.0,Female
5521,442,30.0,Female
5522,443,15.0,Male 
5523,443,33.0,Female
5524,443,46.0,Male 
5525,446,35.0,Male 
5526,446,3.0,Male 
5527,446,28.0,Female
5528,446,7.0,Female
5529,447,9.0,Female
5530,447,34.0,Female
5531,447,9.0,Male 
5532,447,3.0,Female
5533,447,35.0,Female
5534,451,9.0,Female
5535,451,34.0,Female
5536,451,9.0,Male 
5537,451,3.0,Female
5538,451,35.0,Female
5539,458,24.0,Female
5540,458,36.0,Male 
5541,458,3.0,Male 
5542,458,7.0,Male 
5543,458,9.0,Female
5544,458,15.0,Female
5545,459,2.0,Male 
5546,459,1.0,Female
5547,459,35.0,Female
5548,459,33.0,Female
5549,460,21.0,Male 
5550,460,2.0,Male 
5551,460,5.0,Male 
5552,460,16.0,Female
5553,461,35.0,Male 
5554,461,28.0,Female
5555,461,3.0,Male 
5556,461,14.0,Male 
5557,462,35.0,Female
5558,462,34.0,Male 
5559,462,0.0,Female
5560,463,19.0,Male 
5561,463,68.0,Male 
5562,463,51.0,Female
5563,463,15.0,Female
5564,463,10.0,Male 
5565,463,7.0,Male 
5566,463,3.0,Male 
5567,463,9.0,Female
5568,465,13.0,Male 
5569,465,50.0,Male 
5570,465,45.0,Female
5571,465,30.0,Female
5572,469,3.0,Female
5573,469,37.0,Male 
5574,469,13.0,Female
5575,469,44.0,Male 
5576,469,13.0,Female
5577,469,10.0,Male 
5578,472,55.0,Male 
5579,472,48.0,Female
5580,472,2.0,Male 
5581,472,13.0,Female
5582,472,13.0,Male 
5583,472,35.0,Male 
5584,473,46.0,Male 
5585,473,33.0,Female
5586,473,10.0,Male 
5587,476,0.0,Female
5588,476,35.0,Female
5589,476,34.0,Male 
5590,477,35.0,Female
5591,477,34.0,Male 
5592,477,0.0,Female
5593,481,5.0,Male 
5594,481,50.0,Male 
5595,481,45.0,Female
5596,483,44.0,Male 
5597,483,37.0,Female
5598,483,10.0,Male 
5599,486,29.0,Female
5600,486,37.0,Male 
5601,486,15.0,Male 
5602,486,10.0,Female
5603,487,2.0,Male 
5604,487,21.0,Male 
5605,489,9.0,Male 
5606,489,9.0,Female
5607,489,34.0,Female
5608,491,2.0,Male 
5609,491,21.0,Male 
5610,492,54.0,Female
5611,492,13.0,Female
5612,492,82.0,Female
5613,492,13.0,Female
5614,492,37.0,Male 
5615,492,13.0,Male 
5616,494,19.0,Male 
5617,494,68.0,Male 
5618,494,51.0,Female
5619,494,15.0,Female
5620,494,10.0,Male 
5621,494,7.0,Male 
5622,494,3.0,Male 
5623,494,9.0,Female
5624,495,21.0,Male 
5625,495,5.0,Male 
5626,495,44.0,Male 
5627,495,11.0,Female
5628,495,6.0,Male 
5629,496,35.0,Male 
5630,496,14.0,Male 
5631,496,3.0,Female
5632,497,2.0,Male 
5633,497,5.0,Male 
5634,497,21.0,Male 
5635,497,46.0,Male 
5636,499,13.0,Male 
5637,499,7.0,Female
5638,499,30.0,Female
5639,499,34.0,Female
5640,500,13.0,Male 
5641,500,50.0,Male 
5642,500,45.0,Female
5643,500,30.0,Female
5644,503,32.0,Male 
5645,503,26.0,Female
5646,503,9.0,Female
5647,503,3.0,Female
5648,503,7.0,Male 
5649,503,9.0,Female
5650,510,54.0,Female
5651,510,13.0,Female
5652,510,82.0,Female
5653,510,13.0,Female
5654,510,37.0,Male 
5655,510,13.0,Male 
5656,514,28.0,Female
5657,514,3.0,Male 
5658,514,35.0,Male 
5659,514,14.0,Male 
5660,516,30.0,Female
5661,516,1.0,Male 
5662,516,5.0,Male 
5663,516,34.0,Female
5664,516,35.0,Female
5665,517,29.0,Female
5666,517,37.0,Male 
5667,517,15.0,Male 
5668,517,10.0,Female
5669,521,32.0,Male 
5670,521,26.0,Female
5671,521,9.0,Female
5672,521,3.0,Female
5673,521,7.0,Male 
5674,521,9.0,Female
5675,525,34.0,Male 
5676,525,35.0,Female
5677,525,5.0,Male 
5678,528,30.0,Female
5679,528,4.0,Female
5680,528,25.0,Female
5681,528,0.0,Female
5682,528,41.0,Male 
5683,530,35.0,Male 
5684,530,14.0,Male 
5685,530,28.0,Female
5686,530,3.0,Male 
5687,537,65.0,Female
5688,537,16.0,Female
5689,537,16.0,Male 
5690,538,2.0,Male 
5691,538,21.0,Male 
5692,539,15.0,Male 
5693,539,33.0,Female
5694,539,46.0,Male 
5695,544,10.0,Male 
5696,544,15.0,Male 
5697,544,46.0,Male 
5698,544,33.0,Female
5699,545,18.0,Female
5700,545,1.0,Male 
5701,545,34.0,Female
5702,546,9.0,Male 
5703,546,9.0,Female
5704,546,34.0,Female
5705,548,4.0,Male 
5706,548,41.0,Male 
5707,548,19.0,Female
5708,548,36.0,Female
5709,553,33.0,Female
5710,553,46.0,Male 
5711,553,15.0,Male 
5712,553,10.0,Male 
5713,553,11.0,Female
5714,553,16.0,Female
5715,556,19.0,Female
5716,556,36.0,Female
5717,556,41.0,Male 
5718,556,4.0,Male 
5719,559,55.0,Male 
5720,559,48.0,Female
5721,559,2.0,Male 
5722,559,13.0,Female
5723,559,13.0,Male 
5724,559,35.0,Male 
5725,561,32.0,Male 
5726,561,26.0,Female
5727,561,9.0,Female
5728,561,3.0,Female
5729,561,7.0,Male 
5730,561,9.0,Female
5731,562,33.0,Female
5732,562,46.0,Male 
5733,562,15.0,Male 
5734,562,10.0,Male 
5735,562,11.0,Female
5736,562,16.0,Female
5737,564,2.0,Male 
5738,564,21.0,Male 
5739,565,46.0,Male 
5740,565,33.0,Female
5741,565,10.0,Male 
5742,568,21.0,Male 
5743,568,5.0,Male 
5744,568,44.0,Male 
5745,568,11.0,Female
5746,568,6.0,Male 
5747,569,12.0,Female
5748,569,52.0,Female
5749,569,3.0,Female
5750,569,6.0,Male 
5751,569,16.0,Female
5752,570,2.0,Male 
5753,570,1.0,Female
5754,570,35.0,Female
5755,570,33.0,Female
5756,572,33.0,Female
5757,572,46.0,Male 
5758,572,15.0,Male 
5759,572,10.0,Male 
5760,572,11.0,Female
5761,572,16.0,Female
5762,574,5.0,Male 
5763,574,50.0,Male 
5764,574,45.0,Female
5765,575,24.0,Female
5766,575,36.0,Male 
5767,575,3.0,Male 
5768,575,7.0,Male 
5769,575,9.0,Female
5770,575,15.0,Female
5771,577,33.0,Female
5772,577,46.0,Male 
5773,577,15.0,Male 
5774,577,10.0,Male 
5775,577,11.0,Female
5776,577,16.0,Female
5777,578,32.0,Male 
5778,578,26.0,Female
5779,578,9.0,Female
5780,578,3.0,Female
5781,578,7.0,Male 
5782,578,9.0,Female
5783,581,9.0,Male 
5784,581,9.0,Female
5785,581,34.0,Female
5786,582,18.0,Female
5787,582,1.0,Male 
5788,582,34.0,Female
5789,583,5.0,Male 
5790,583,50.0,Male 
5791,583,45.0,Female
5792,584,34.0,Male 
5793,584,35.0,Female
5794,584,5.0,Male 
5795,585,15.0,Male 
5796,585,33.0,Female
5797,585,46.0,Male 
5798,591,15.0,Male 
5799,591,33.0,Female
5800,591,46.0,Male 
5801,592,3.0,Female
5802,592,37.0,Male 
5803,592,13.0,Female
5804,592,44.0,Male 
5805,592,13.0,Female
5806,592,10.0,Male 
5807,593,19.0,Male 
5808,593,68.0,Male 
5809,593,51.0,Female
5810,593,15.0,Female
5811,593,10.0,Male 
5812,593,7.0,Male 
5813,593,3.0,Male 
5814,593,9.0,Female
5815,594,2.0,Male 
5816,594,5.0,Male 
5817,594,21.0,Male 
5818,594,46.0,Male 
5819,595,29.0,Female
5820,595,37.0,Male 
5821,595,15.0,Male 
5822,595,10.0,Female
5823,596,2.0,Male 
5824,596,21.0,Male 
5825,597,30.0,Female
5826,597,4.0,Female
5827,597,25.0,Female
5828,597,0.0,Female
5829,597,41.0,Male 
5830,599,13.0,Male 
5831,599,50.0,Male 
5832,599,45.0,Female
5833,599,30.0,Female
5834,600,35.0,Male 
5835,600,14.0,Male 
5836,600,3.0,Female
5837,601,44.0,Male 
5838,601,37.0,Female
5839,601,10.0,Male 
5840,602,34.0,Male 
5841,602,35.0,Female
5842,602,5.0,Male 
5843,603,2.0,Male 
5844,603,21.0,Male 
5845,604,21.0,Male 
5846,604,2.0,Male 
5847,604,5.0,Male 
5848,604,16.0,Female
5849,605,35.0,Male 
5850,605,14.0,Male 
5851,605,3.0,Female
5852,606,13.0,Male 
5853,606,7.0,Female
5854,606,30.0,Female
5855,606,34.0,Female
5856,608,4.0,Male 
5857,608,41.0,Male 
5858,608,12.0,Male 
5859,608,36.0,Female
5860,611,29.0,Female
5861,611,37.0,Male 
5862,611,15.0,Male 
5863,611,10.0,Female
5864,613,3.0,Female
5865,613,37.0,Male 
5866,613,13.0,Female
5867,613,44.0,Male 
5868,613,13.0,Female
5869,613,10.0,Male 
5870,614,32.0,Male 
5871,614,26.0,Female
5872,614,9.0,Female
5873,614,3.0,Female
5874,614,7.0,Male 
5875,614,9.0,Female
5876,616,0.0,Female
5877,616,35.0,Female
5878,616,34.0,Male 
5879,618,29.0,Female
5880,618,37.0,Male 
5881,618,15.0,Male 
5882,618,10.0,Female
5883,619,15.0,Male 
5884,619,33.0,Female
5885,619,46.0,Male 
5886,620,5.0,Male 
5887,620,50.0,Male 
5888,620,45.0,Female
5889,621,35.0,Male 
5890,621,14.0,Male 
5891,621,3.0,Female
5892,623,35.0,Female
5893,623,34.0,Male 
5894,623,0.0,Female
5895,624,34.0,Male 
5896,624,35.0,Female
5897,624,5.0,Male 
5898,626,9.0,Female
5899,626,34.0,Female
5900,626,9.0,Male 
5901,626,3.0,Female
5902,626,35.0,Female
5903,627,24.0,Female
5904,627,36.0,Male 
5905,627,3.0,Male 
5906,627,7.0,Male 
5907,627,9.0,Female
5908,627,15.0,Female
5909,629,10.0,Male 
5910,629,15.0,Male 
5911,629,46.0,Male 
5912,629,33.0,Female
5913,630,44.0,Male 
5914,630,37.0,Female
5915,630,10.0,Male 
5916,633,24.0,Female
5917,633,36.0,Male 
5918,633,3.0,Male 
5919,633,7.0,Male 
5920,633,9.0,Female
5921,633,15.0,Female
5922,634,44.0,Male 
5923,634,37.0,Female
5924,634,10.0,Male 
