individual_number,house_number,age,ip_sex
7104,283,48.0,Male 
7105,286,28.0,Female
7106,286,7.0,Female
7107,286,5.0,Male 
7108,286,27.0,Female
7109,287,49.0,Female
7110,287,59.0,Male 
7111,287,9.0,Male 
7112,287,5.0,Female
7113,288,13.0,Female
7114,288,59.0,Female
7115,288,18.0,Female
7116,288,17.0,Male 
7117,288,20.0,Female
7118,288,9.0,Female
7119,288,16.0,Male 
7120,288,13.0,Male 
7121,288,12.0,Female
7122,289,26.0,Female
7123,289,5.0,Male 
7124,289,1.0,Male 
7125,289,36.0,Female
7126,290,19.0,Female
7127,290,9.0,Male 
7128,290,5.0,Male 
7129,290,49.0,Female
7130,290,21.0,Male 
7131,290,3.0,Female
7132,290,11.0,Female
7133,291,26.0,Female
7134,291,20.0,Female
7135,291,5.0,Male 
7136,291,21.0,Male 
7137,291,7.0,Female
7138,291,9.0,Male 
7139,292,30.0,Female
7140,292,26.0,Female
7141,292,22.0,Female
7142,292,9.0,Female
7143,292,10.0,Female
7144,292,0.0,Female
7145,292,0.0,Female
7146,294,22.0,Female
7147,294,46.0,Female
7148,294,20.0,Male 
7149,295,30.0,Female
7150,295,26.0,Female
7151,295,22.0,Female
7152,295,9.0,Female
7153,295,10.0,Female
7154,295,0.0,Female
7155,295,0.0,Female
7156,298,27.0,Female
7157,298,1.0,Female
7158,298,5.0,Male 
7159,298,59.0,Female
7160,300,2.0,Male 
7161,300,29.0,Female
7162,300,53.0,Male 
7163,304,59.0,Female
7164,304,23.0,Female
7165,304,27.0,Female
7166,304,1.0,Female
7167,304,5.0,Male 
7168,304,26.0,Female
7169,304,30.0,Female
7170,304,41.0,Female
7171,305,26.0,Female
7172,305,20.0,Female
7173,305,5.0,Male 
7174,305,21.0,Male 
7175,305,7.0,Female
7176,305,9.0,Male 
7177,307,4.0,Female
7178,307,5.0,Male 
7179,307,36.0,Female
7180,307,10.0,Female
7181,307,12.0,Female
7182,307,59.0,Female
7183,309,32.0,Female
7184,309,3.0,Male 
7185,309,27.0,Male 
7186,309,28.0,Female
7187,309,9.0,Female
7188,309,8.0,Female
7189,310,59.0,Female
7190,310,14.0,Female
7191,310,44.0,Female
7192,310,10.0,Male 
7193,310,18.0,Male 
7194,310,102.0,Female
7195,311,18.0,Male 
7196,311,102.0,Female
7197,311,67.0,Female
7198,311,59.0,Female
7199,312,27.0,Female
7200,312,1.0,Female
7201,312,5.0,Male 
7202,312,59.0,Female
7203,314,37.0,Female
7204,314,8.0,Female
7205,314,3.0,Female
7206,314,12.0,Male 
7207,314,31.0,Female
7208,317,4.0,Male 
7209,317,7.0,Male 
7210,317,62.0,Female
7211,317,13.0,Male 
7212,317,63.0,Male 
7213,317,5.0,Male 
7214,318,41.0,Male 
7215,318,37.0,Female
7216,318,3.0,Female
7217,318,5.0,Male 
7218,318,5.0,Male 
7219,318,9.0,Male 
7220,319,30.0,Female
7221,319,26.0,Female
7222,319,22.0,Female
7223,319,9.0,Female
7224,319,10.0,Female
7225,319,0.0,Female
7226,319,0.0,Female
7227,321,26.0,Female
7228,321,5.0,Male 
7229,321,1.0,Male 
7230,321,36.0,Female
7231,322,41.0,Female
7232,322,11.0,Female
7233,322,7.0,Male 
7234,322,24.0,Male 
7235,323,22.0,Female
7236,323,46.0,Female
7237,323,20.0,Male 
7238,324,35.0,Female
7239,324,3.0,Female
7240,324,6.0,Male 
7241,324,22.0,Female
7242,325,21.0,Male 
7243,325,45.0,Female
7244,325,51.0,Male 
7245,325,20.0,Female
7246,325,48.0,Male 
7247,327,49.0,Female
7248,327,59.0,Male 
7249,327,9.0,Male 
7250,327,5.0,Female
7251,328,12.0,Female
7252,328,45.0,Female
7253,328,12.0,Male 
7254,328,9.0,Female
7255,328,19.0,Female
7256,329,2.0,Male 
7257,329,7.0,Female
7258,329,27.0,Female
7259,329,24.0,Male 
7260,330,15.0,Female
7261,330,22.0,Female
7262,330,1.0,Female
7263,330,5.0,Female
7264,330,31.0,Female
7265,336,41.0,Female
7266,336,11.0,Female
7267,336,7.0,Male 
7268,336,24.0,Male 
7269,337,26.0,Female
7270,337,5.0,Male 
7271,337,1.0,Male 
7272,337,36.0,Female
7273,341,30.0,Female
7274,341,26.0,Female
7275,341,22.0,Female
7276,341,9.0,Female
7277,341,10.0,Female
7278,341,0.0,Female
7279,341,0.0,Female
7280,344,37.0,Female
7281,344,8.0,Female
7282,344,3.0,Female
7283,344,12.0,Male 
7284,344,31.0,Female
7285,345,24.0,Male 
7286,345,2.0,Female
7287,345,3.0,Male 
7288,345,3.0,Female
7289,345,18.0,Female
7290,345,21.0,Female
7291,345,1.0,Male 
7292,345,0.0,Female
7293,345,23.0,Female
7294,346,17.0,Female
7295,346,6.0,Male 
7296,346,0.0,Female
7297,346,11.0,Female
7298,346,36.0,Female
7299,346,26.0,Female
7300,346,34.0,Male 
7301,346,42.0,Female
7302,347,32.0,Male 
7303,347,5.0,Male 
7304,347,1.0,Male 
7305,347,28.0,Male 
7306,347,55.0,Female
7307,347,27.0,Male 
7308,347,46.0,Female
7309,347,53.0,Male 
7310,349,28.0,Female
7311,349,7.0,Female
7312,349,5.0,Male 
7313,349,27.0,Female
7314,350,41.0,Female
7315,350,2.0,Female
7316,350,37.0,Male 
7317,350,5.0,Female
7318,350,14.0,Male 
7319,352,4.0,Female
7320,352,5.0,Male 
7321,352,36.0,Female
7322,352,10.0,Female
7323,352,12.0,Female
7324,352,59.0,Female
7325,357,2.0,Male 
7326,357,7.0,Female
7327,357,27.0,Female
7328,357,24.0,Male 
7329,358,20.0,Female
7330,358,12.0,Male 
7331,358,48.0,Male 
7332,358,15.0,Male 
7333,358,20.0,Male 
7334,358,28.0,Female
7335,358,0.0,Female
7336,360,20.0,Female
7337,360,12.0,Male 
7338,360,48.0,Male 
7339,360,15.0,Male 
7340,360,20.0,Male 
7341,360,28.0,Female
7342,360,0.0,Female
7343,362,20.0,Female
7344,362,16.0,Male 
7345,362,13.0,Male 
7346,362,17.0,Male 
7347,362,13.0,Female
7348,362,9.0,Female
7349,362,12.0,Female
7350,362,70.0,Male 
7351,362,59.0,Female
7352,368,28.0,Female
7353,368,7.0,Female
7354,368,5.0,Male 
7355,368,27.0,Female
7356,371,22.0,Female
7357,371,46.0,Female
7358,371,20.0,Male 
7359,373,49.0,Female
7360,373,59.0,Male 
7361,373,9.0,Male 
7362,373,5.0,Female
7363,375,41.0,Female
7364,375,11.0,Female
7365,375,7.0,Male 
7366,375,24.0,Male 
7367,376,32.0,Female
7368,376,3.0,Male 
7369,376,27.0,Male 
7370,376,28.0,Female
7371,376,9.0,Female
7372,376,8.0,Female
7373,379,59.0,Female
7374,379,14.0,Female
7375,379,44.0,Female
7376,379,10.0,Male 
7377,379,18.0,Male 
7378,379,102.0,Female
7379,380,37.0,Female
7380,380,8.0,Female
7381,380,3.0,Female
7382,380,12.0,Male 
7383,380,31.0,Female
7384,381,27.0,Female
7385,381,1.0,Female
7386,381,5.0,Male 
7387,381,59.0,Female
7388,385,2.0,Male 
7389,385,29.0,Female
7390,385,53.0,Male 
7391,388,41.0,Female
7392,388,2.0,Female
7393,388,37.0,Male 
7394,388,5.0,Female
7395,388,14.0,Male 
7396,390,15.0,Female
7397,390,22.0,Female
7398,390,1.0,Female
7399,390,5.0,Female
7400,390,31.0,Female
7401,394,20.0,Female
7402,394,12.0,Male 
7403,394,48.0,Male 
7404,394,15.0,Male 
7405,394,20.0,Male 
7406,394,28.0,Female
7407,394,0.0,Female
7408,395,37.0,Female
7409,395,8.0,Female
7410,395,3.0,Female
7411,395,12.0,Male 
7412,395,31.0,Female
7413,397,13.0,Female
7414,397,59.0,Female
7415,397,18.0,Female
7416,397,12.0,Female
7417,397,16.0,Male 
7418,397,17.0,Male 
7419,397,13.0,Male 
7420,397,9.0,Female
7421,397,20.0,Female
7422,400,41.0,Female
7423,400,2.0,Female
7424,400,37.0,Male 
7425,400,5.0,Female
7426,400,14.0,Male 
7427,404,27.0,Female
7428,404,1.0,Female
7429,404,5.0,Male 
7430,404,59.0,Female
7431,407,59.0,Female
7432,407,14.0,Female
7433,407,44.0,Female
7434,407,10.0,Male 
7435,407,18.0,Male 
7436,407,102.0,Female
7437,408,32.0,Female
7438,408,3.0,Male 
7439,408,27.0,Male 
7440,408,28.0,Female
7441,408,9.0,Female
7442,408,8.0,Female
7443,416,41.0,Female
7444,416,2.0,Female
7445,416,37.0,Male 
7446,416,5.0,Female
7447,416,14.0,Male 
7448,420,41.0,Female
7449,420,2.0,Female
7450,420,37.0,Male 
7451,420,5.0,Female
7452,420,14.0,Male 
7453,428,27.0,Female
7454,428,1.0,Female
7455,428,5.0,Male 
7456,428,59.0,Female
7457,429,12.0,Female
7458,429,45.0,Female
7459,429,12.0,Male 
7460,429,9.0,Female
7461,429,19.0,Female
7462,431,21.0,Male 
7463,431,45.0,Female
7464,431,51.0,Male 
7465,431,20.0,Female
7466,431,48.0,Male 
7467,434,15.0,Female
7468,434,22.0,Female
7469,434,1.0,Female
7470,434,5.0,Female
7471,434,31.0,Female
7472,435,32.0,Male 
7473,435,5.0,Male 
7474,435,1.0,Male 
7475,435,28.0,Male 
7476,435,55.0,Female
7477,435,27.0,Male 
7478,435,46.0,Female
7479,435,53.0,Male 
7480,437,37.0,Female
7481,437,8.0,Female
7482,437,3.0,Female
7483,437,12.0,Male 
7484,437,31.0,Female
7485,440,59.0,Female
7486,440,23.0,Female
7487,440,27.0,Female
7488,440,1.0,Female
7489,440,5.0,Male 
7490,440,26.0,Female
7491,440,30.0,Female
7492,440,41.0,Female
7493,443,21.0,Male 
7494,443,45.0,Female
7495,443,51.0,Male 
7496,443,20.0,Female
7497,443,48.0,Male 
7498,448,37.0,Female
7499,448,8.0,Female
7500,448,3.0,Female
7501,448,12.0,Male 
7502,448,31.0,Female
7503,449,12.0,Female
7504,449,45.0,Female
7505,449,12.0,Male 
7506,449,9.0,Female
7507,449,19.0,Female
7508,450,35.0,Female
7509,450,12.0,Female
7510,450,11.0,Female
7511,450,39.0,Male 
7512,450,5.0,Male 
7513,450,37.0,Female
7514,453,4.0,Male 
7515,453,7.0,Male 
7516,453,62.0,Female
7517,453,13.0,Male 
7518,453,63.0,Male 
7519,453,5.0,Male 
7520,459,40.0,Female
7521,459,16.0,Female
7522,459,4.0,Female
7523,459,41.0,Female
7524,459,10.0,Female
7525,459,10.0,Female
7526,466,40.0,Female
7527,466,16.0,Female
7528,466,4.0,Female
7529,466,41.0,Female
7530,466,10.0,Female
7531,466,10.0,Female
7532,467,37.0,Female
7533,467,8.0,Female
7534,467,3.0,Female
7535,467,12.0,Male 
7536,467,31.0,Female
7537,472,20.0,Female
7538,472,12.0,Male 
7539,472,48.0,Male 
7540,472,15.0,Male 
7541,472,20.0,Male 
7542,472,28.0,Female
7543,472,0.0,Female
7544,476,41.0,Female
7545,476,11.0,Female
7546,476,7.0,Male 
7547,476,24.0,Male 
7548,481,37.0,Female
7549,481,8.0,Female
7550,481,3.0,Female
7551,481,12.0,Male 
7552,481,31.0,Female
7553,485,32.0,Male 
7554,485,5.0,Male 
7555,485,1.0,Male 
7556,485,28.0,Male 
7557,485,55.0,Female
7558,485,27.0,Male 
7559,485,46.0,Female
7560,485,53.0,Male 
7561,488,30.0,Female
7562,488,26.0,Female
7563,488,22.0,Female
7564,488,9.0,Female
7565,488,10.0,Female
7566,488,0.0,Female
7567,488,0.0,Female
7568,489,37.0,Female
7569,489,7.0,Female
7570,489,62.0,Female
7571,489,0.0,Female
7572,489,9.0,Female
7573,489,27.0,Female
7574,489,48.0,Male 
7575,491,2.0,Male 
7576,491,29.0,Female
7577,491,53.0,Male 
7578,493,32.0,Male 
7579,493,5.0,Male 
7580,493,1.0,Male 
7581,493,28.0,Male 
7582,493,55.0,Female
7583,493,27.0,Male 
7584,493,46.0,Female
7585,493,53.0,Male 
7586,494,59.0,Female
7587,494,14.0,Female
7588,494,44.0,Female
7589,494,10.0,Male 
7590,494,18.0,Male 
7591,494,102.0,Female
7592,499,17.0,Female
7593,499,6.0,Male 
7594,499,0.0,Female
7595,499,11.0,Female
7596,499,36.0,Female
7597,499,26.0,Female
7598,499,34.0,Male 
7599,499,42.0,Female
7600,500,41.0,Female
7601,500,2.0,Female
7602,500,37.0,Male 
7603,500,5.0,Female
7604,500,14.0,Male 
7605,501,2.0,Male 
7606,501,7.0,Female
7607,501,27.0,Female
7608,501,24.0,Male 
7609,505,49.0,Female
7610,505,59.0,Male 
7611,505,9.0,Male 
7612,505,5.0,Female
7613,506,35.0,Female
7614,506,3.0,Female
7615,506,6.0,Male 
7616,506,22.0,Female
7617,507,37.0,Female
7618,507,8.0,Female
7619,507,3.0,Female
7620,507,12.0,Male 
7621,507,31.0,Female
7622,508,32.0,Male 
7623,508,5.0,Male 
7624,508,1.0,Male 
7625,508,28.0,Male 
7626,508,55.0,Female
7627,508,27.0,Male 
7628,508,46.0,Female
7629,508,53.0,Male 
7630,514,15.0,Female
7631,514,22.0,Female
7632,514,1.0,Female
7633,514,5.0,Female
7634,514,31.0,Female
7635,517,4.0,Male 
7636,517,7.0,Male 
7637,517,62.0,Female
7638,517,13.0,Male 
7639,517,63.0,Male 
7640,517,5.0,Male 
7641,520,24.0,Male 
7642,520,36.0,Female
7643,520,11.0,Male 
7644,520,15.0,Female
7645,520,44.0,Female
7646,520,59.0,Female
7647,521,21.0,Male 
7648,521,45.0,Female
7649,521,51.0,Male 
7650,521,20.0,Female
7651,521,48.0,Male 
7652,524,15.0,Female
7653,524,22.0,Female
7654,524,1.0,Female
7655,524,5.0,Female
7656,524,31.0,Female
7657,526,17.0,Male 
7658,526,20.0,Female
7659,526,16.0,Male 
7660,526,59.0,Female
7661,526,13.0,Female
7662,526,12.0,Female
7663,526,9.0,Female
7664,526,18.0,Female
7665,526,13.0,Male 
7666,527,43.0,Male 
7667,527,12.0,Female
7668,527,13.0,Female
7669,527,39.0,Female
7670,527,18.0,Female
7671,527,28.0,Female
7672,527,35.0,Male 
7673,527,33.0,Female
7674,530,35.0,Female
7675,530,3.0,Female
7676,530,6.0,Male 
7677,530,22.0,Female
7678,531,24.0,Male 
7679,531,36.0,Female
7680,531,11.0,Male 
7681,531,15.0,Female
7682,531,44.0,Female
7683,531,59.0,Female
7684,533,15.0,Female
7685,533,22.0,Female
7686,533,1.0,Female
7687,533,5.0,Female
7688,533,31.0,Female
7689,536,37.0,Female
7690,536,7.0,Female
7691,536,62.0,Female
7692,536,0.0,Female
7693,536,9.0,Female
7694,536,27.0,Female
7695,536,48.0,Male 
7696,539,18.0,Male 
7697,539,102.0,Female
7698,539,67.0,Female
7699,539,59.0,Female
7700,541,35.0,Female
7701,541,3.0,Female
7702,541,6.0,Male 
7703,541,22.0,Female
7704,546,12.0,Female
7705,546,70.0,Male 
7706,546,59.0,Female
7707,546,9.0,Female
7708,546,16.0,Male 
7709,546,13.0,Female
7710,546,13.0,Male 
7711,546,17.0,Male 
7712,546,20.0,Female
7713,548,4.0,Female
7714,548,5.0,Male 
7715,548,36.0,Female
7716,548,10.0,Female
7717,548,12.0,Female
7718,548,59.0,Female
7719,549,43.0,Male 
7720,549,12.0,Female
7721,549,13.0,Female
7722,549,39.0,Female
7723,549,18.0,Female
7724,549,28.0,Female
7725,549,35.0,Male 
7726,549,33.0,Female
7727,550,21.0,Male 
7728,550,45.0,Female
7729,550,51.0,Male 
7730,550,20.0,Female
7731,550,48.0,Male 
7732,552,31.0,Female
7733,552,10.0,Female
7734,552,4.0,Male 
7735,552,0.0,Female
7736,552,17.0,Female
7737,553,32.0,Male 
7738,553,5.0,Male 
7739,553,1.0,Male 
7740,553,28.0,Male 
7741,553,55.0,Female
7742,553,27.0,Male 
7743,553,46.0,Female
7744,553,53.0,Male 
7745,555,37.0,Female
7746,555,8.0,Female
7747,555,3.0,Female
7748,555,12.0,Male 
7749,555,31.0,Female
7750,556,4.0,Male 
7751,556,7.0,Male 
7752,556,62.0,Female
7753,556,13.0,Male 
7754,556,63.0,Male 
7755,556,5.0,Male 
7756,557,32.0,Female
7757,557,3.0,Male 
7758,557,27.0,Male 
7759,557,28.0,Female
7760,557,9.0,Female
7761,557,8.0,Female
7762,560,37.0,Female
7763,560,7.0,Female
7764,560,62.0,Female
7765,560,0.0,Female
7766,560,9.0,Female
7767,560,27.0,Female
7768,560,48.0,Male 
7769,562,22.0,Female
7770,562,17.0,Female
7771,562,26.0,Female
7772,562,39.0,Male 
7773,562,0.0,Female
7774,562,31.0,Female
7775,562,1.0,Female
7776,564,20.0,Female
7777,564,12.0,Male 
7778,564,48.0,Male 
7779,564,15.0,Male 
7780,564,20.0,Male 
7781,564,28.0,Female
7782,564,0.0,Female
7783,570,41.0,Male 
7784,570,37.0,Female
7785,570,3.0,Female
7786,570,5.0,Male 
7787,570,5.0,Male 
7788,570,9.0,Male 
7789,571,4.0,Female
7790,571,5.0,Male 
7791,571,36.0,Female
7792,571,10.0,Female
7793,571,12.0,Female
7794,571,59.0,Female
7795,573,4.0,Female
7796,573,5.0,Male 
7797,573,36.0,Female
7798,573,10.0,Female
7799,573,12.0,Female
7800,573,59.0,Female
7801,574,24.0,Male 
7802,574,36.0,Female
7803,574,11.0,Male 
7804,574,15.0,Female
7805,574,44.0,Female
7806,574,59.0,Female
7807,575,21.0,Male 
7808,575,45.0,Female
7809,575,51.0,Male 
7810,575,20.0,Female
7811,575,48.0,Male 
7812,576,19.0,Female
7813,576,9.0,Male 
7814,576,5.0,Male 
7815,576,49.0,Female
7816,576,21.0,Male 
7817,576,3.0,Female
7818,576,11.0,Female
7819,578,27.0,Female
7820,578,1.0,Female
7821,578,5.0,Male 
7822,578,59.0,Female
7823,582,41.0,Male 
7824,582,37.0,Female
7825,582,3.0,Female
7826,582,5.0,Male 
7827,582,5.0,Male 
7828,582,9.0,Male 
7829,583,32.0,Male 
7830,583,5.0,Male 
7831,583,1.0,Male 
7832,583,28.0,Male 
7833,583,55.0,Female
7834,583,27.0,Male 
7835,583,46.0,Female
7836,583,53.0,Male 
7837,590,28.0,Female
7838,590,7.0,Female
7839,590,5.0,Male 
7840,590,27.0,Female
7841,595,26.0,Female
7842,595,5.0,Male 
7843,595,1.0,Male 
7844,595,36.0,Female
7845,597,22.0,Female
7846,597,46.0,Female
7847,597,20.0,Male 
7848,599,28.0,Female
7849,599,7.0,Female
7850,599,5.0,Male 
7851,599,27.0,Female
7852,601,13.0,Female
7853,601,13.0,Male 
7854,601,20.0,Female
7855,601,17.0,Male 
7856,601,9.0,Female
7857,601,18.0,Female
7858,601,16.0,Male 
7859,601,59.0,Female
7860,601,12.0,Female
7861,602,49.0,Female
7862,602,59.0,Male 
7863,602,9.0,Male 
7864,602,5.0,Female
7865,604,4.0,Female
7866,604,5.0,Male 
7867,604,36.0,Female
7868,604,10.0,Female
7869,604,12.0,Female
7870,604,59.0,Female
7871,605,26.0,Female
7872,605,20.0,Female
7873,605,5.0,Male 
7874,605,21.0,Male 
7875,605,7.0,Female
7876,605,9.0,Male 
7877,607,35.0,Female
7878,607,3.0,Female
7879,607,6.0,Male 
7880,607,22.0,Female
7881,608,28.0,Female
7882,608,7.0,Female
7883,608,5.0,Male 
7884,608,27.0,Female
7885,610,26.0,Female
7886,610,5.0,Male 
7887,610,1.0,Male 
7888,610,36.0,Female
7889,612,31.0,Female
7890,612,10.0,Female
7891,612,4.0,Male 
7892,612,0.0,Female
7893,612,17.0,Female
7894,613,2.0,Male 
7895,613,29.0,Female
7896,613,53.0,Male 
7897,616,37.0,Female
7898,616,7.0,Female
7899,616,62.0,Female
7900,616,0.0,Female
7901,616,9.0,Female
7902,616,27.0,Female
7903,616,48.0,Male 
7904,617,19.0,Female
7905,617,9.0,Male 
7906,617,5.0,Male 
7907,617,49.0,Female
7908,617,21.0,Male 
7909,617,3.0,Female
7910,617,11.0,Female
7911,618,27.0,Female
7912,618,1.0,Female
7913,618,5.0,Male 
7914,618,59.0,Female
7915,619,41.0,Female
7916,619,2.0,Female
7917,619,37.0,Male 
7918,619,5.0,Female
7919,619,14.0,Male 
7920,621,20.0,Female
7921,621,12.0,Male 
7922,621,48.0,Male 
7923,621,15.0,Male 
7924,621,20.0,Male 
7925,621,28.0,Female
7926,621,0.0,Female
7927,622,18.0,Male 
7928,622,102.0,Female
7929,622,67.0,Female
7930,622,59.0,Female
7931,624,19.0,Female
7932,624,9.0,Male 
7933,624,5.0,Male 
7934,624,49.0,Female
7935,624,21.0,Male 
7936,624,3.0,Female
7937,624,11.0,Female
7938,626,35.0,Female
7939,626,3.0,Female
7940,626,6.0,Male 
7941,626,22.0,Female
7942,630,41.0,Female
7943,630,11.0,Female
7944,630,7.0,Male 
7945,630,24.0,Male 
7946,631,17.0,Female
7947,631,6.0,Male 
7948,631,0.0,Female
7949,631,11.0,Female
7950,631,36.0,Female
7951,631,26.0,Female
7952,631,34.0,Male 
7953,631,42.0,Female
7954,632,4.0,Female
7955,632,5.0,Male 
7956,632,36.0,Female
7957,632,10.0,Female
7958,632,12.0,Female
7959,632,59.0,Female
7960,635,32.0,Female
7961,635,3.0,Male 
7962,635,27.0,Male 
7963,635,28.0,Female
7964,635,9.0,Female
7965,635,8.0,Female
7966,638,18.0,Male 
7967,638,102.0,Female
7968,638,67.0,Female
7969,638,59.0,Female
7970,640,28.0,Female
7971,640,7.0,Female
7972,640,5.0,Male 
7973,640,27.0,Female
7974,642,20.0,Female
7975,642,12.0,Male 
7976,642,48.0,Male 
7977,642,15.0,Male 
7978,642,20.0,Male 
7979,642,28.0,Female
7980,642,0.0,Female
7981,646,17.0,Female
7982,646,6.0,Male 
7983,646,0.0,Female
7984,646,11.0,Female
7985,646,36.0,Female
7986,646,26.0,Female
7987,646,34.0,Male 
7988,646,42.0,Female
7989,647,2.0,Male 
7990,647,7.0,Female
7991,647,27.0,Female
7992,647,24.0,Male 
7993,648,59.0,Female
7994,648,23.0,Female
7995,648,27.0,Female
7996,648,1.0,Female
7997,648,5.0,Male 
7998,648,26.0,Female
7999,648,30.0,Female
8000,648,41.0,Female
8001,652,2.0,Male 
8002,652,29.0,Female
8003,652,53.0,Male 
8004,661,21.0,Male 
8005,661,45.0,Female
8006,661,51.0,Male 
8007,661,20.0,Female
8008,661,48.0,Male 
8009,662,2.0,Male 
8010,662,7.0,Female
8011,662,27.0,Female
8012,662,24.0,Male 
8013,664,32.0,Female
8014,664,3.0,Male 
8015,664,27.0,Male 
8016,664,28.0,Female
8017,664,9.0,Female
8018,664,8.0,Female
8019,665,20.0,Female
8020,665,12.0,Male 
8021,665,48.0,Male 
8022,665,15.0,Male 
8023,665,20.0,Male 
8024,665,28.0,Female
8025,665,0.0,Female
8026,670,30.0,Female
8027,670,26.0,Female
8028,670,22.0,Female
8029,670,9.0,Female
8030,670,10.0,Female
8031,670,0.0,Female
8032,670,0.0,Female
8033,671,18.0,Male 
8034,671,102.0,Female
8035,671,67.0,Female
8036,671,59.0,Female
8037,676,59.0,Female
8038,676,23.0,Female
8039,676,27.0,Female
8040,676,1.0,Female
8041,676,5.0,Male 
8042,676,26.0,Female
8043,676,30.0,Female
8044,676,41.0,Female
8045,679,40.0,Female
8046,679,16.0,Female
8047,679,4.0,Female
8048,679,41.0,Female
8049,679,10.0,Female
8050,679,10.0,Female
8051,680,49.0,Female
8052,680,59.0,Male 
8053,680,9.0,Male 
8054,680,5.0,Female
8055,682,70.0,Male 
8056,682,17.0,Male 
8057,682,9.0,Female
8058,682,20.0,Female
8059,682,13.0,Female
8060,682,12.0,Female
8061,682,13.0,Male 
8062,682,16.0,Male 
8063,682,59.0,Female
8064,683,12.0,Female
8065,683,45.0,Female
8066,683,12.0,Male 
8067,683,9.0,Female
8068,683,19.0,Female
8069,685,41.0,Male 
8070,685,37.0,Female
8071,685,3.0,Female
8072,685,5.0,Male 
8073,685,5.0,Male 
8074,685,9.0,Male 
8075,687,12.0,Female
8076,687,45.0,Female
8077,687,12.0,Male 
8078,687,9.0,Female
8079,687,19.0,Female
8080,695,24.0,Male 
8081,695,2.0,Female
8082,695,3.0,Male 
8083,695,3.0,Female
8084,695,18.0,Female
8085,695,21.0,Female
8086,695,1.0,Male 
8087,695,0.0,Female
8088,695,23.0,Female
8089,696,32.0,Female
8090,696,3.0,Male 
8091,696,27.0,Male 
8092,696,28.0,Female
8093,696,9.0,Female
8094,696,8.0,Female
8095,697,31.0,Female
8096,697,10.0,Female
8097,697,4.0,Male 
8098,697,0.0,Female
8099,697,17.0,Female
8100,699,19.0,Female
8101,699,9.0,Male 
8102,699,5.0,Male 
8103,699,49.0,Female
8104,699,21.0,Male 
8105,699,3.0,Female
8106,699,11.0,Female
8107,701,12.0,Female
8108,701,45.0,Female
8109,701,12.0,Male 
8110,701,9.0,Female
8111,701,19.0,Female
8112,702,37.0,Female
8113,702,7.0,Female
8114,702,62.0,Female
8115,702,0.0,Female
8116,702,9.0,Female
8117,702,27.0,Female
8118,702,48.0,Male 
8119,704,35.0,Female
8120,704,12.0,Female
8121,704,11.0,Female
8122,704,39.0,Male 
8123,704,5.0,Male 
8124,704,37.0,Female
8125,705,15.0,Female
8126,705,22.0,Female
8127,705,1.0,Female
8128,705,5.0,Female
8129,705,31.0,Female
8130,706,41.0,Female
8131,706,11.0,Female
8132,706,7.0,Male 
8133,706,24.0,Male 
8134,707,32.0,Female
8135,707,3.0,Male 
8136,707,27.0,Male 
8137,707,28.0,Female
8138,707,9.0,Female
8139,707,8.0,Female
8140,708,2.0,Male 
8141,708,29.0,Female
8142,708,53.0,Male 
8143,710,24.0,Male 
8144,710,36.0,Female
8145,710,11.0,Male 
8146,710,15.0,Female
8147,710,44.0,Female
8148,710,59.0,Female
8149,717,41.0,Female
8150,717,2.0,Female
8151,717,37.0,Male 
8152,717,5.0,Female
8153,717,14.0,Male 
8154,719,43.0,Male 
8155,719,12.0,Female
8156,719,13.0,Female
8157,719,39.0,Female
8158,719,18.0,Female
8159,719,28.0,Female
8160,719,35.0,Male 
8161,719,33.0,Female
8162,722,22.0,Female
8163,722,46.0,Female
8164,722,20.0,Male 
8165,723,26.0,Female
8166,723,5.0,Male 
8167,723,1.0,Male 
8168,723,36.0,Female
8169,725,49.0,Female
8170,725,59.0,Male 
8171,725,9.0,Male 
8172,725,5.0,Female
8173,727,19.0,Female
8174,727,9.0,Male 
8175,727,5.0,Male 
8176,727,49.0,Female
8177,727,21.0,Male 
8178,727,3.0,Female
8179,727,11.0,Female
8180,729,24.0,Male 
8181,729,36.0,Female
8182,729,11.0,Male 
8183,729,15.0,Female
8184,729,44.0,Female
8185,729,59.0,Female
8186,730,13.0,Female
8187,730,16.0,Male 
8188,730,9.0,Female
8189,730,18.0,Female
8190,730,70.0,Male 
8191,730,13.0,Male 
8192,730,12.0,Female
8193,730,17.0,Male 
8194,730,59.0,Female
8195,734,43.0,Male 
8196,734,12.0,Female
8197,734,13.0,Female
8198,734,39.0,Female
8199,734,18.0,Female
8200,734,28.0,Female
8201,734,35.0,Male 
8202,734,33.0,Female
8203,738,4.0,Male 
8204,738,7.0,Male 
8205,738,62.0,Female
8206,738,13.0,Male 
8207,738,63.0,Male 
8208,738,5.0,Male 
8209,739,12.0,Female
8210,739,45.0,Female
8211,739,12.0,Male 
8212,739,9.0,Female
8213,739,19.0,Female
8214,740,21.0,Male 
8215,740,45.0,Female
8216,740,51.0,Male 
8217,740,20.0,Female
8218,740,48.0,Male 
8219,743,15.0,Female
8220,743,22.0,Female
8221,743,1.0,Female
8222,743,5.0,Female
8223,743,31.0,Female
8224,745,41.0,Female
8225,745,2.0,Female
8226,745,37.0,Male 
8227,745,5.0,Female
8228,745,14.0,Male 
8229,748,41.0,Female
8230,748,11.0,Female
8231,748,7.0,Male 
8232,748,24.0,Male 
8233,749,21.0,Male 
8234,749,45.0,Female
